INDIVIDUAL_ID,AGERAW,GENDER,BBC_VMF,SKY_VMF,VIRGIN_VMF,ALBA,BBC1,BBC2,BBC4,CBBC,CBEEBIES,NEWS,PARLIAMENT
I-8003739_1,33,2,6,9,3,0,67.2,2.9,3.3,0,26.6,0,0
I-8003739_1,34,2,6,9,3,0,67.2,2.9,3.3,0,26.6,0,0
I-8003704_1,29,2,4,5,3,0,34.4,38.8,22.5,0,0,4.3,0
I-8003679_1,30,2,2,8,3,0,5.1,0.6,0.5,0,93.8,0,0
I-8003675_1,60,2,6,6,7,0,18.2,49.7,0,0,32.1,0,0
I-8003647_1,36,2,7,0,9,0,83.6,1.6,0,0,0,14.8,0
I-8003439_1,44,1,7,7,0,0,76.7,23.3,0,0,0,0,0
I-8003439_1,45,1,7,7,0,0,76.7,23.3,0,0,0,0,0
I-8003426_1,42,1,5,7,5,0,88.6,11.4,0,0,0,0,0
I-8003292_1,25,1,10,0,8,0,91.8,5.9,2.3,0,0,0,0
I-8003292_1,26,1,10,0,8,0,91.8,5.9,2.3,0,0,0,0
I-8003253_1,35,1,1,1,2,0,74.1,16.2,1.4,0,8.2,0,0
I-8003219_1,35,1,6,2,4,0,80.4,15,4.3,0,0.4,0,0
I-8003147_1,30,2,0,0,0,0,0,0,100,0,0,0,0
I-8003147_1,31,2,0,0,0,0,0,0,100,0,0,0,0
I-8003001_1,30,2,2,4,5,0,96.1,3.9,0,0,0,0,0
I-8002963_1,43,1,8,8,5,0,26.9,16.5,0,0,2.9,9.7,44.1
I-8002957_1,38,2,4,4,4,0,65,7.8,0,1.6,25.6,0,0
I-8002957_1,39,2,4,4,4,0,65,7.8,0,1.6,25.6,0,0
I-8002933_1,51,2,8,0,8,0,30,50.5,12.5,3.5,0.7,2.8,0
I-8002905_1,63,2,10,0,8,0,78.6,20.7,0.6,0,0,0.1,0
I-8002905_1,64,2,10,0,8,0,78.6,20.7,0.6,0,0,0.1,0
I-8002880_1,49,2,10,1,1,2.9,53.6,18.7,23.7,0,0,1,0
I-8002822_1,37,2,8,4,6,0,19.8,34.7,10.2,0,31.5,2.6,1.3
I-8002779_1,56,2,1,1,5,0,68.2,31.8,0,0,0,0,0
I-8002679_1,58,1,9,1,1,0,56,28,6.5,4.7,4.4,0.4,0.1
I-8002645_1,40,2,8,6,8,0,67.9,15.6,10.5,1.1,3.9,0.8,0
I-8002587_1,55,2,10,8,0,0,84,12.9,0.4,0,0,2.7,0
I-8002419_1,38,2,1,3,3,0,89,7,4,0,0,0,0
I-8002398_1,25,2,6,0,0,0,12.8,40.9,0.9,0,11.5,34,0
I-8002371_1,47,2,10,6,5,1.1,47.1,19.4,3.5,0,0,0,28.9
I-8002371_1,48,2,10,6,5,1.1,47.1,19.4,3.5,0,0,0,28.9
I-8002127_1,43,2,7,6,4,0,49.7,29.3,15.7,0,0,5.2,0
I-8002127_1,44,2,7,6,4,0,49.7,29.3,15.7,0,0,5.2,0
I-8002112_1,47,2,4,4,4,0,86.8,4.4,6.3,0,1.6,0.9,0
I-8002081_1,44,1,8,7,0,0,84.1,4.8,3.4,2.8,0.2,4.8,0
I-8001995_1,54,1,6,8,6,0,83.4,16.6,0,0,0,0,0
I-8001991_1,43,2,5,5,0,0,87,11.9,0.5,0.3,0,0.4,0
I-8001967_1,67,2,10,0,0,0,31,9.6,6.2,2.1,7.5,27,16.6
I-8001941_1,52,2,9,6,8,0,83.1,14.1,2.8,0,0,0,0
I-8001941_1,53,2,9,6,8,0,83.1,14.1,2.8,0,0,0,0
I-8001913_1,25,2,4,4,0,0,0,0,0,0,0,0,0
I-8001875_1,33,1,6,2,2,0,0,0,0,0,0,0,0
I-8001827_1,39,2,7,3,3,0,49.3,6.6,0,0,44.2,0,0
I-8001812_1,20,1,0,0,0,0,53.7,46.3,0,0,0,0,0
I-8001812_1,21,1,0,0,0,0,53.7,46.3,0,0,0,0,0
I-8001762_1,57,1,10,3,3,0,77,6.7,11.3,0,0,5,0
I-8001705_1,28,2,7,3,3,0,51,11.6,37.5,0,0,0,0
I-8001683_1,37,2,7,4,7,0,55.9,11.7,32.4,0,0,0,0
I-8001683_1,38,2,7,4,7,0,55.9,11.7,32.4,0,0,0,0
I-8001661_1,68,2,10,4,6,0,84.9,11,0,0,0,4.1,0
I-8001646_1,32,2,6,6,5,0,7.2,12.3,8.5,21,51,0,0
I-8001646_1,33,2,6,6,5,0,7.2,12.3,8.5,21,51,0,0
I-8001645_1,50,2,8,7,0,0,0,0,0,0,0,0,0
I-8001630_1,29,2,3,2,2,0,0,100,0,0,0,0,0
I-8001598_1,61,2,6,0,0,0,78.4,15.4,2.5,0,0,3.7,0
I-8001592_1,41,2,10,8,9,0,92.7,7.3,0,0,0,0,0
I-8001576_1,60,2,4,5,0,0,70.5,29.5,0,0,0,0,0
I-8001576_1,61,2,4,5,0,0,70.5,29.5,0,0,0,0,0
I-8001544_1,33,1,2,3,3,3.3,93.4,0,0,0,0,3.3,0
I-8001540_1,41,2,1,3,3,0,38.3,30.4,21.3,1.7,8.2,0,0
I-8001516_1,25,1,7,9,8,0,31.9,0,7.6,0,60.5,0,0
I-8001516_1,26,1,7,9,8,0,31.9,0,7.6,0,60.5,0,0
I-8001507_1,38,1,9,8,7,0,83.3,9,4,0,2.2,0,1.5
I-8001501_1,31,2,4,5,5,0,39,16.1,0,0,43.9,1,0
I-8001496_1,38,2,2,9,0,0,29.3,27.5,1.4,37.6,4.1,0,0
I-8001490_1,41,2,7,7,7,0,100,0,0,0,0,0,0
I-8001453_1,57,1,4,4,3,0.2,79.6,15.7,3.8,0,0,0.7,0
I-8001453_1,58,1,4,4,3,0.2,79.6,15.7,3.8,0,0,0.7,0
I-8001399_1,41,2,6,6,0,0,74.9,22.4,1.5,0.9,0.4,0,0
I-8001387_1,28,2,5,5,7,0,35,45.4,0,0,19.6,0,0
I-8001366_1,35,2,6,7,0,0,90.7,2.5,1,5.7,0,0,0
I-8001366_1,36,2,6,7,0,0,90.7,2.5,1,5.7,0,0,0
I-8001242_1,28,2,6,6,4,0,82.8,10,0,0,0,7.2,0
I-8001237_1,24,1,8,6,8,0,75.6,17.8,0.6,0,0.1,5.9,0
I-8001220_1,34,2,5,6,8,0,17.9,11.2,4.7,26.4,8.2,27.9,3.7
I-8001220_1,35,2,5,6,8,0,17.9,11.2,4.7,26.4,8.2,27.9,3.7
I-8001191_1,23,2,8,7,7,0,53.2,30.3,14.5,0,0,2,0
I-8001177_1,28,1,1,4,4,0,60.2,18.4,10,0,0,11.5,0
I-8001173_1,51,2,9,7,0,0,87.7,7.1,3.1,0,0,2,0
I-8001063_1,40,2,3,8,9,0,52.6,0.7,46.7,0,0,0,0
I-8001007_1,23,1,7,8,7,0,88.9,0,0,8.6,1.7,0.8,0
I-8000848_1,30,2,7,0,0,0,54.1,18.7,0,0,0,16.3,10.9
I-8000809_1,55,2,8,6,7,0,75.2,16.8,7.9,0,0,0,0
I-8000785_1,22,2,10,8,7,0,76,15.9,0,0,0,8.1,0
I-8000743_1,42,2,1,3,3,0.8,44.3,22.4,25.8,0,0,6.7,0
I-8000721_1,60,1,9,6,6,0,48.1,18.1,11.4,0,0,21.5,0.9
I-8000721_1,61,1,9,6,6,0,48.1,18.1,11.4,0,0,21.5,0.9
I-8000717_1,69,2,6,4,6,0,78.2,21.8,0,0,0,0,0
I-8000472_1,34,2,7,4,4,0,21.9,10.2,0,11,44.3,12.7,0
I-8000419_1,29,2,8,0,1,0,0.8,30.5,0,0,16.4,50.1,2.3
I-8000419_1,30,2,8,0,1,0,0.8,30.5,0,0,16.4,50.1,2.3
I-8000416_1,51,2,6,4,0,0,81.4,16.2,1.6,0.3,0,0,0.5
I-8000354_1,36,2,5,7,5,0,72.1,17.9,1.1,0,6.2,1.7,0.9
I-8000314_1,57,2,9,2,1,0,61.5,38.1,0.4,0,0,0,0
I-8000248_1,63,2,5,8,6,0.3,42.8,38.7,0.4,0,0,12.5,5.2
I-8000210_1,44,1,7,6,5,0,28.9,46.1,3,0,0,0,21.9
I-8000209_1,25,2,5,5,7,0,93.9,0.9,1.1,0,0,4.1,0
I-8000195_1,25,2,8,3,6,0,43.8,13.1,6.7,7.1,0,29.3,0
I-8000195_1,26,2,8,3,6,0,43.8,13.1,6.7,7.1,0,29.3,0
I-8000185_1,52,2,6,4,8,0,64.6,35,0,0.4,0,0,0
I-8000091_1,50,1,7,8,7,0,67.9,32.1,0,0,0,0,0
I-8000025_1,34,2,1,1,8,0,94.5,0,0,0,5.5,0,0
I-8000020_1,20,2,10,10,0,0,9.4,38,0,0,0,52.6,0
I-7136668_1,21,1,5,8,3,0,93.8,0,0,6.2,0,0,0
I-7136528_1,70,2,7,2,5,0,92.2,7.8,0,0,0,0,0
I-7136520_1,66,2,9,4,4,0,68.8,30.8,0,0,0,0.4,0
I-7136502_1,47,2,2,6,7,0,100,0,0,0,0,0,0
I-7136495_1,71,2,6,5,7,0,60.4,24.2,2.3,0,0,11.3,1.9
I-7136327_1,34,2,1,7,7,0,3.7,0,0,0,96.3,0,0
I-7136308_1,35,2,10,3,3,0,11.3,16.5,0.2,0,44.9,27.1,0
I-7136198_1,34,1,1,6,0,0,0,0,0,0,0,0,0
I-7136183_1,34,2,9,7,6,0,0,0,0,0,100,0,0
I-7136129_1,29,2,3,8,8,0,91,3.9,0.7,0,0,4.4,0
I-7136078_1,30,2,10,1,1,0,81.7,18.3,0,0,0,0,0
I-7135918_1,27,2,9,3,6,0,91.8,8.2,0,0,0,0,0
I-7135585_1,23,1,9,7,6,0,46.2,23.6,30.2,0,0,0,0
I-7135537_1,23,2,0,8,7,0,0,0,0,0,0,0,0
I-7135534_1,24,2,4,2,2,0,63,0,0,0,0,34.1,2.9
I-7135476_1,24,2,10,7,4,0,0,0,0,0,0,0,0
I-7135432_1,24,1,1,6,4,0,79.2,20.8,0,0,0,0,0
I-7134502_1,37,1,1,3,1,0,0,0,0,0,0,0,0
I-7133783_1,29,1,10,7,9,0,41.6,58.4,0,0,0,0,0
I-7133713_1,26,1,5,3,4,0,61.3,35.7,2.3,0,0,0.6,0
I-7133110_1,48,2,2,1,3,4,53,25.1,17.9,0,0,0,0
I-7133034_1,28,1,8,6,6,0,45.5,54.5,0,0,0,0,0
I-7131894_1,25,1,1,4,7,0,25.3,74.7,0,0,0,0,0
I-7131498_1,25,1,5,6,5,0,35.5,49.3,0.9,0,14.4,0,0
I-7131414_1,23,1,5,9,0,0,87.5,12.5,0,0,0,0,0
I-7131378_1,29,2,1,5,0,0,100,0,0,0,0,0,0
I-7131306_1,26,1,1,3,2,0,0,0,0,0,0,0,0
I-7131284_1,25,1,8,7,0,0,0,0,0,0,0,0,0
I-7131065_1,34,2,8,5,4,0,60.1,29.2,3.9,0,3,3.9,0
I-7131052_1,26,2,6,7,7,0,0,0,0,0,0,0,0
I-7131007_1,34,2,6,6,3,0,21.4,0,0,0,76.5,2.1,0
I-7131003_1,31,2,2,0,7,0,37.8,30.7,0,0,31.5,0,0
I-7130924_1,20,2,7,3,7,0,8.1,86.6,5.3,0,0,0,0
I-7130826_1,20,1,4,5,6,0,43.6,56.4,0,0,0,0,0
I-7130700_1,19,2,10,7,3,0,73.5,15.7,1.1,1.6,0,8.1,0
I-7130509_1,19,2,6,4,3,0,64.3,0,21.5,14.3,0,0,0
I-7130252_1,58,2,8,6,0,0,50.7,34.7,14.6,0,0,0,0
I-7130252_1,59,2,8,6,0,0,50.7,34.7,14.6,0,0,0,0
I-7130191_1,70,1,9,10,0,0,90.4,3.9,5.7,0,0,0,0
I-7129882_1,43,2,8,2,0,0,82.3,15.2,2.4,0,0,0,0
I-7129857_1,70,1,10,10,3,0,96.2,3.4,0,0,0,0.4,0
I-7129856_1,62,2,7,7,0,0,81.6,18.4,0,0,0,0,0
I-7129718_1,39,1,8,4,5,0,97.5,2.5,0,0,0,0,0
I-7129681_1,62,2,8,7,8,0,89.2,0,0,0,10.8,0,0
I-7129450_1,48,2,9,1,1,0,98,0,2,0,0,0,0
I-7129370_1,64,2,2,9,2,0,30.1,6.1,63.9,0,0,0,0
I-7129370_1,65,2,2,9,2,0,30.1,6.1,63.9,0,0,0,0
I-7129304_1,57,2,10,0,0,0,42,28.7,24.3,0,0,5,0
I-7129242_1,50,2,8,7,7,0,55.3,37.5,0,0,0,7.1,0
I-7128970_1,33,1,5,9,4,0,7.7,15.8,8.1,3.8,64.6,0,0
I-7128917_1,53,1,6,1,3,0,87.1,12.9,0,0,0,0,0
I-7128607_1,43,1,8,4,3,0,76.6,9.1,14.3,0,0,0,0
I-7128603_1,49,2,8,5,5,0,83.9,11.4,3.8,0,0,0.9,0
I-7128603_1,50,2,8,5,5,0,83.9,11.4,3.8,0,0,0.9,0
I-7128525_1,62,1,4,3,8,3.1,76.1,18.2,0,0,0.1,0.5,2
I-7128492_1,39,1,7,5,8,0,68.4,12.9,9.5,7.9,1.3,0,0
I-7128403_1,32,1,6,4,0,0,65.9,20.9,1.2,0,12.1,0,0
I-7128302_1,46,2,8,5,4,3.8,45.9,17.3,26.9,0,6.1,0,0
I-7128299_1,68,1,9,5,0,0,76.2,14.5,2.6,0,0,4.3,2.4
I-7128208_1,46,2,8,0,0,0,78.4,21.2,0.4,0,0,0,0
I-7128199_1,43,2,5,7,5,0,56.6,20.6,3.2,2.8,0,3.3,13.5
I-7128053_1,53,1,1,4,3,0,44.3,38.9,2.4,0,0,12.5,2
I-7127974_1,36,2,3,3,3,0,86.6,13.4,0,0,0,0,0
I-7127942_1,52,2,8,4,4,0,61.5,31.6,6.4,0,0,0.5,0
I-7127942_1,53,2,8,4,4,0,61.5,31.6,6.4,0,0,0.5,0
I-7127837_1,50,1,10,1,2,16,34.6,23.5,15.4,8.7,1.8,0,0
I-7127769_1,50,2,6,4,2,0,71.7,15,13.2,0.1,0,0,0
I-7127663_1,66,1,10,6,0,0,62.1,24.3,10,0,0.1,0.6,2.9
I-7127608_1,56,1,10,5,7,0,80.5,12.3,0.8,0,0,6.3,0
I-7127356_1,63,1,10,6,6,0,81,19,0,0,0,0,0
I-7127343_1,55,1,5,3,3,0,72.7,27.3,0,0,0,0,0
I-7127263_1,61,2,9,2,2,0,91.6,8.4,0,0,0,0,0
I-7126897_1,74,2,6,0,0,0,91.8,5.8,2.3,0,0,0.1,0
I-7126845_1,67,1,10,5,5,3,58,10.1,0,0.1,0.9,6.5,21.5
I-7126822_1,70,2,9,4,7,0,67,8,16.6,0,0,8.4,0
I-7126777_1,58,2,10,0,0,0,96.3,1.1,0,0,0,2.6,0
I-7126737_1,50,1,8,6,0,0,64.1,18,5.1,0,0,12.8,0
I-7126737_1,51,1,8,6,0,0,64.1,18,5.1,0,0,12.8,0
I-7126699_1,43,2,8,6,5,0,73.6,19.1,1.3,5.9,0,0,0
I-7126680_1,39,1,10,8,7,0,74.9,13.5,1.9,0,9.3,0,0.5
I-7126640_1,30,2,9,0,0,0,17.6,37.5,1.8,0.4,42.6,0,0
I-7126640_1,31,2,9,0,0,0,17.6,37.5,1.8,0.4,42.6,0,0
I-7126508_1,67,2,9,7,7,1.7,80.7,7.1,1.5,0,8.8,0.1,0
I-7126479_1,65,2,10,5,6,0,66.3,13.2,17.3,0,0,3.2,0
I-7126447_1,62,1,10,6,6,1.5,87.8,5.1,5.6,0,0,0,0
I-7126445_1,63,2,9,7,0,0,66.9,27.4,5.7,0,0,0,0
I-7126349_1,53,2,8,5,5,0,53.4,18.2,28.4,0,0,0,0
I-7126266_1,44,2,8,3,7,0.8,43.5,45.9,3.2,0,0,4.1,2.5
I-7126252_1,41,1,8,7,0,3.6,72,11.7,3,0,0,9.7,0
I-7126163_1,32,1,5,7,2,0,67.8,31.5,0,0,0,0.6,0
I-7126055_1,20,1,2,1,6,0,97.4,0,0,0,0,2.6,0
I-7126040_1,18,1,7,8,5,0,78.5,21.5,0,0,0,0,0
I-7126021_1,36,2,6,1,1,0,0,0,0,0,0,0,0
I-7125928_1,34,2,7,7,0,0,60.8,36.7,2.6,0,0,0,0
I-7125886_1,34,1,5,1,6,0,4.9,10,1.8,0,79.5,2.2,1.7
I-7125797_1,33,1,9,6,6,0,72.8,27.2,0,0,0,0,0
I-7125659_1,31,2,8,3,3,0,65.8,34.2,0,0,0,0,0
I-7125453_1,30,2,6,5,0,0,100,0,0,0,0,0,0
I-7125230_1,26,2,1,3,6,0,44.4,26.5,15.3,0,0,13.8,0
I-7125039_1,24,1,8,5,6,0,100,0,0,0,0,0,0
I-7124834_1,22,1,7,8,8,0,92.9,4.3,0.7,0,0,2.1,0
I-7124708_1,21,2,0,8,0,0,0,0,100,0,0,0,0
I-7124657_1,21,2,5,6,5,0,71.8,23.6,4.5,0,0,0,0
I-7124521_1,20,2,8,5,7,0,33.5,37.1,22.6,0,0,6.9,0
I-7124262_1,22,2,6,8,5,0,87.8,12.2,0,0,0,0,0
I-7124234_1,18,1,7,3,5,0,97.2,2.8,0,0,0,0,0
I-7124191_1,20,1,8,8,5,0,98.3,1.7,0,0,0,0,0
I-7124120_1,24,2,7,7,7,0,50.5,49.5,0,0,0,0,0
I-7124005_1,21,2,9,8,8,0,100,0,0,0,0,0,0
I-7123932_1,22,2,8,7,5,0,66.8,33.2,0,0,0,0,0
I-7123874_1,24,1,7,5,6,0,100,0,0,0,0,0,0
I-7123858_1,23,2,2,5,5,0,0,0,0,0,0,0,0
I-7123820_1,22,1,6,0,0,0,70.3,9.9,0,9.9,9.9,0,0
I-7123775_1,34,2,10,7,7,0,64.6,2.6,1.3,25,6.5,0,0
I-7123754_1,30,2,2,1,2,0,20.6,46.4,1.7,0,31.2,0,0
I-7123705_1,30,2,7,5,6,0,88,12,0,0,0,0,0
I-7123701_1,32,2,4,3,3,0,73.1,9.2,17.7,0,0,0,0
I-7123657_1,31,2,5,4,4,0,39.9,37.8,19.8,0,2.4,0,0
I-7123483_1,30,2,10,3,3,0,53.3,23.6,8.3,0,0,14.8,0
I-7123476_1,32,2,10,7,6,0,20.7,68.9,0,0,10.4,0,0
I-7123460_1,27,2,6,4,4,0,91.1,6.8,0,0,0,2,0
I-7123459_1,26,1,4,5,5,0,67.5,0,0,0,0,32.5,0
I-7123401_1,30,2,8,3,2,0,30.4,0,0,0,69.6,0,0
I-7123153_1,31,1,4,4,5,0,28.5,71.5,0,0,0,0,0
I-7123046_1,33,2,3,3,0,0,88.7,11.3,0,0,0,0,0
I-7123037_1,32,1,5,4,6,0.4,95.8,3.3,0.4,0,0,0,0
I-7122862_1,33,1,3,5,4,0,77.9,22.1,0,0,0,0,0
I-7122828_1,30,1,1,4,10,0,75,0,0,0,0,0,25
I-7122825_1,33,1,9,9,7,0,86.5,0.9,12.6,0,0,0,0
I-7122798_1,32,2,1,7,7,0,94.7,2.8,1.2,0,1.2,0,0
I-7122685_1,34,2,10,8,6,1.3,67.4,16.7,0.7,0.5,11.9,1.5,0
I-7122607_1,35,2,6,8,3,0,26.6,8.4,0,0,60.7,4.4,0
I-7122601_1,28,1,1,3,3,0,100,0,0,0,0,0,0
I-7122601_1,29,1,1,3,3,0,100,0,0,0,0,0,0
I-7122578_1,30,2,4,7,3,0,86.4,13.6,0,0,0,0,0
I-7122578_1,31,2,4,7,3,0,86.4,13.6,0,0,0,0,0
I-7122566_1,32,2,2,2,1,0,100,0,0,0,0,0,0
I-7122543_1,28,2,8,7,6,0,75.1,9.4,8.9,0,2.1,3.5,1
I-7122534_1,29,2,7,8,5,0,73.5,5.6,11.6,0,0,9.3,0
I-7122521_1,33,2,2,5,5,0,100,0,0,0,0,0,0
I-7122508_1,32,2,10,4,0,0,72.7,15.4,0,0,11.9,0,0
I-7122508_1,33,2,10,4,0,0,72.7,15.4,0,0,11.9,0,0
I-7122497_1,30,2,8,4,4,0,45.9,40,0,0,14.1,0,0
I-7122462_1,28,2,5,5,4,0,62.4,14.1,1.6,8.7,6.8,6.3,0
I-7122427_1,35,2,6,8,7,0,58.5,12.6,0,0,0,0,28.9
I-7122427_1,36,2,6,8,7,0,58.5,12.6,0,0,0,0,28.9
I-7122398_1,30,2,9,8,8,0,53.6,24.2,0,0,0,22.3,0
I-7122342_1,34,1,6,8,9,0,64,11.8,0,0,0,16.6,7.6
I-7122342_1,35,1,6,8,9,0,64,11.8,0,0,0,16.6,7.6
I-7122328_1,27,2,9,6,5,0,32.2,38.3,29.5,0,0,0,0
I-7122313_1,28,2,8,8,8,0,34.7,1.4,7.1,1.4,0,52.6,2.8
I-7122269_1,21,2,8,5,7,0,69.7,8.6,20.4,0,0,1.3,0
I-7122262_1,22,2,6,3,4,0,41.9,30.9,1.2,0,8.6,17.4,0
I-7122262_1,23,2,6,3,4,0,41.9,30.9,1.2,0,8.6,17.4,0
I-7122204_1,20,1,7,4,6,0,73.8,26.2,0,0,0,0,0
I-7122171_1,22,2,10,3,5,0,74.1,25.9,0,0,0,0,0
I-7122171_1,23,2,10,3,5,0,74.1,25.9,0,0,0,0,0
I-7122157_1,24,1,8,4,5,0,0,0,0,0,0,100,0
I-7122076_1,24,1,8,5,0,0,3.7,96.3,0,0,0,0,0
I-7122028_1,24,1,0,0,0,0,0,0,0,0,0,0,0
I-7122027_1,26,2,0,3,5,0,33.3,66.7,0,0,0,0,0
I-7122012_1,19,1,5,7,4,0,100,0,0,0,0,0,0
I-7121993_1,20,2,8,7,5,0,36.4,63.6,0,0,0,0,0
I-7121958_1,24,2,4,7,5,0,87.5,12.3,0,0,0.2,0,0
I-7121957_1,21,1,7,9,7,0,100,0,0,0,0,0,0
I-7121912_1,20,2,7,5,5,0,50,50,0,0,0,0,0
I-7121896_1,25,1,6,4,5,0,98.9,1.1,0,0,0,0,0
I-7121887_1,25,1,7,6,8,0,42.4,54.7,2.8,0,0,0,0
I-7121839_1,24,2,6,8,7,0,54,46,0,0,0,0,0
I-7121832_1,22,2,7,6,6,0,100,0,0,0,0,0,0
I-7121238_1,27,2,8,6,0,0,82.9,17.1,0,0,0,0,0
I-7120531_1,23,2,9,3,7,0,79.6,20.4,0,0,0,0,0
I-7120522_1,35,1,6,6,6,0,43.2,43.7,13.1,0,0,0,0
I-7120437_1,62,2,10,0,5,0,64.5,35.5,0,0,0,0,0
I-7120437_1,63,2,10,0,5,0,64.5,35.5,0,0,0,0,0
I-7120420_1,53,2,8,5,4,0,41,10.3,21.3,0,27.3,0,0
I-7120418_1,42,2,9,7,6,0.4,50.2,23.1,15.2,0,0,10.8,0.4
I-7120121_1,18,1,7,3,0,0,47.4,19,27.5,0,0,3.6,2.5
I-7120018_1,71,1,1,5,4,0,48.1,4.7,5.3,0,0,37.2,4.7
I-7119517_1,26,2,1,7,7,0,16.1,83.9,0,0,0,0,0
I-7118814_1,36,2,4,4,8,0,60.6,12.8,5.9,5.8,7.7,7.3,0
I-7118048_1,30,1,8,1,6,0,0,100,0,0,0,0,0
I-7117531_1,36,2,9,5,8,0,53.5,7.3,0,0,39.2,0,0
I-7117418_1,31,2,4,3,2,0,59,30.4,0,0,0,10.5,0
I-7117252_1,62,1,10,7,6,0,72.8,21.5,5,0,0,0.7,0
I-7117252_1,63,1,10,7,6,0,72.8,21.5,5,0,0,0.7,0
I-7117065_1,62,1,7,5,3,0.3,45.5,34.5,8,0,0,9.3,2.3
I-7117005_1,51,1,5,2,6,4.9,85.2,8.7,1.2,0,0,0,0
I-7116190_1,18,1,8,7,6,0,66.7,33.3,0,0,0,0,0
I-7116141_1,58,2,5,6,0,0,62,7.1,0.5,0,29.4,1.1,0
I-7115910_1,65,2,10,3,3,0,44.4,28.8,0,13,13.8,0,0
I-7115910_1,66,2,10,3,3,0,44.4,28.8,0,13,13.8,0,0
I-7115406_1,63,1,7,5,7,0,73.8,15.7,5.9,0,0,4.6,0
I-7115165_1,63,2,7,4,6,0,93.4,0,0,0,6.6,0,0
I-7114951_1,34,1,9,5,7,0,74.5,16.1,0,0,9.4,0,0
I-7114684_1,32,1,8,8,0,0,38.5,5.4,6.6,0,0,49.6,0
I-7114652_1,27,1,7,8,1,0,66.8,21.9,11.2,0,0,0,0
I-7114606_1,68,1,9,5,4,0,90.5,8,0,0,0,1.5,0
I-7113992_1,62,2,8,4,4,0,54.4,23,21.3,0,0,1.3,0
I-7113793_1,57,1,7,0,0,0,36,53.7,0.7,0,0,9.6,0
I-7113579_1,30,2,6,4,0,0,74.7,9.8,1.8,0,13.8,0,0
I-7113345_1,64,2,10,6,10,0,76.9,16.2,5.4,0,0,1.5,0
I-7113345_1,65,2,10,6,10,0,76.9,16.2,5.4,0,0,1.5,0
I-7113230_1,61,2,10,8,2,0,59.5,32.2,0,0,0,6.6,1.7
I-7113220_1,40,1,5,6,7,0,76.4,17.6,6,0,0,0,0
I-7113084_1,28,2,6,2,2,0,71.4,25.4,1.6,1.6,0,0,0
I-7113038_1,34,2,9,4,4,0.2,67,27.6,4.3,0,0,0.9,0
I-7112996_1,30,2,8,3,6,0,32.5,39.2,0,0,23.9,4.4,0
I-7112827_1,27,2,2,6,5,0,37.2,18.6,7.8,0,0,36.3,0
I-7112827_1,28,2,2,6,5,0,37.2,18.6,7.8,0,0,36.3,0
I-7112772_1,27,2,10,1,6,0,33.3,0,66.7,0,0,0,0
I-7112671_1,34,2,7,6,5,0,100,0,0,0,0,0,0
I-7112587_1,24,2,8,6,7,0,61.4,38.6,0,0,0,0,0
I-7112512_1,25,2,8,6,8,0,91.7,8.3,0,0,0,0,0
I-7112505_1,24,1,6,7,8,0,100,0,0,0,0,0,0
I-7112496_1,20,2,5,6,4,0,66.7,0,0,0,0,33.3,0
I-7112412_1,20,2,10,8,7,0,0,0,0,0,0,0,0
I-7112314_1,19,1,6,6,7,0,29.8,70.2,0,0,0,0,0
I-7112275_1,19,2,9,7,7,0,93.4,0,6.6,0,0,0,0
I-7112267_1,22,2,10,7,5,0,69.7,20.5,8.5,0,0,1.2,0
I-7112267_1,23,2,10,7,5,0,69.7,20.5,8.5,0,0,1.2,0
I-7112266_1,19,2,8,5,4,0,50.3,45.6,0,0,0,4.1,0
I-7112206_1,20,2,6,4,5,0,71.2,3,3,0,20.9,2,0
I-7112206_1,21,2,6,4,5,0,71.2,3,3,0,20.9,2,0
I-7112192_1,21,1,1,4,2,0,80.7,8.1,11.2,0,0,0,0
I-7112161_1,24,2,8,2,5,0,73.6,26.4,0,0,0,0,0
I-7112138_1,21,2,5,8,2,0,87.7,11.9,0.3,0.2,0,0,0
I-7112107_1,25,2,7,7,7,0,28.2,67.1,0,4.6,0,0,0
I-7112106_1,22,2,8,6,7,0,75.7,24.3,0,0,0,0,0
I-7112058_1,77,1,7,7,5,0,92.2,0.8,0,0,7,0,0
I-7111962_1,68,1,10,0,7,0,57.2,15.9,16.4,0,0,10.4,0
I-7111939_1,43,2,8,6,6,6,75.8,11.6,0.9,0,0,0,5.6
I-7111902_1,63,2,10,7,0,0,65.2,23.7,4,0,0,7.2,0
I-7111849_1,57,2,9,2,4,0,42.4,42.4,9.4,0,0,4.7,1.2
I-7111849_1,58,2,9,2,4,0,42.4,42.4,9.4,0,0,4.7,1.2
I-7111840_1,46,1,9,3,5,0,56.6,29.6,0.4,0.3,1.9,9.4,1.8
I-7111754_1,55,1,8,4,4,0,77.4,13.5,9.1,0,0,0,0
I-7111556_1,37,2,2,6,8,0,82.4,4.1,0,0,13.4,0,0
I-7111458_1,37,1,5,1,3,0,95.5,4.5,0,0,0,0,0
I-7111458_1,38,1,5,1,3,0,95.5,4.5,0,0,0,0,0
I-7110864_1,34,2,10,4,1,0,62.8,31.8,0.3,0,4.1,1,0
I-7110626_1,28,1,8,9,10,0,100,0,0,0,0,0,0
I-7110592_1,34,1,2,5,6,0,84,0,0,0,16,0,0
I-7110549_1,31,1,9,7,0,0,69.5,30.5,0,0,0,0,0
I-7110547_1,35,2,7,4,6,0.5,64,31,0.3,0.3,4,0,0
