INDIVIDUAL_ID,AGERAW,GENDER,BBC_VMF,SKY_VMF,VIRGIN_VMF,ALBA,BBC1,BBC2,BBC4,CBBC,CBEEBIES,NEWS,PARLIAMENT
I-8045061_1,34,2,2,4,0,0,34.2,0.9,0,0,64.9,0,0
I-8044939_1,30,2,1,0,1,0,100,0,0,0,0,0,0
I-8044494_1,27,2,3,1,2,0,40.2,49.4,1.1,0,5.9,3.5,0
I-8044469_1,25,2,6,4,5,0,100,0,0,0,0,0,0
I-8044442_1,33,2,0,0,0,0,100,0,0,0,0,0,0
I-8044432_1,30,1,3,4,6,0,45.3,14.9,0,5.2,34.6,0,0
I-8044414_1,34,2,2,4,4,0,100,0,0,0,0,0,0
I-8044394_1,30,2,4,0,7,0,28.8,1.1,0,0,70,0,0
I-8044376_1,33,2,7,5,9,0,100,0,0,0,0,0,0
I-8044367_1,43,2,1,2,0,0,98.8,0,1.2,0,0,0,0
I-8044366_1,51,2,10,0,0,0,31.8,52,16.2,0,0,0,0
I-8044361_1,35,1,5,6,5,0,96.5,0,0,0,0,0,3.5
I-8044277_1,26,2,4,7,4,0,0,0,0,0,0,0,0
I-8044274_1,68,1,9,0,0,0,62.5,35.8,1.7,0,0.1,0,0
I-8044257_1,35,2,5,5,3,0,0,0,0,0,0,0,0
I-8044188_1,22,1,7,8,7,0,100,0,0,0,0,0,0
I-8044047_1,24,2,3,4,3,0,25.3,26.7,0,0,0,47.5,0.4
I-8044019_1,33,2,2,2,2,0,24.2,15.2,0,17.5,43.1,0,0
I-8043968_1,35,2,1,6,9,0,71.2,28.8,0,0,0,0,0
I-8043936_1,24,1,7,4,6,0,61.1,37.3,1.6,0,0,0,0
I-8043889_1,19,2,1,4,3,0,0,0,0,0,0,0,0
I-8043883_1,19,2,4,0,10,0,50,0,50,0,0,0,0
I-8043879_1,30,1,6,5,3,0,98.1,0.9,0,0,1.1,0,0
I-8043871_1,19,1,6,4,3,0,0,0,0,100,0,0,0
I-8043860_1,19,1,3,2,2,0,86.1,13.9,0,0,0,0,0
I-8043859_1,20,1,10,4,7,0,0,0,100,0,0,0,0
I-8043858_1,18,2,6,3,1,0,100,0,0,0,0,0,0
I-8043809_1,21,1,2,8,7,0,0,0,0,0,0,0,0
I-8043791_1,22,2,6,0,0,0,36.1,63.9,0,0,0,0,0
I-8043745_1,19,2,5,4,6,0,67.1,31.4,0,0,0,1.5,0
I-8043730_1,23,2,8,0,0,0,60,30.5,9.5,0,0,0,0
I-8043725_1,35,2,2,6,6,0,33.1,0,66.9,0,0,0,0
I-8043700_1,25,2,5,6,5,0,81.1,17.7,0,1.2,0,0,0
I-8043683_1,23,1,5,5,5,0,0,0,0,0,0,0,0
I-8043679_1,22,1,9,9,0,0,41.4,58.6,0,0,0,0,0
I-8043646_1,24,1,5,5,1,0,98,0,0,1.3,0,0.7,0
I-8043616_1,23,1,9,7,0,0,92,8,0,0,0,0,0
I-8043580_1,20,2,6,4,4,0,54.2,21.1,9.6,0,0,14.6,0.4
I-8043575_1,26,2,10,7,7,0,98,2,0,0,0,0,0
I-8043571_1,46,2,2,2,2,0,75.4,13,0,0,0,11.6,0
I-8043562_1,19,2,4,7,0,0,54.7,44.2,0,0,0,1.1,0
I-8043555_1,22,1,6,4,3,0,0,0,0,0,0,0,0
I-8043555_1,23,1,6,4,3,0,0,0,0,0,0,0,0
I-8043541_1,25,2,10,6,4,0,50,50,0,0,0,0,0
I-8043529_1,19,1,4,6,5,0,98.2,1.8,0,0,0,0,0
I-8043511_1,18,2,10,6,0,0,41,53.2,0,5.8,0,0,0
I-8043502_1,19,2,10,0,0,0,77.2,17.9,0,0,0,4.9,0
I-8043501_1,22,2,9,8,0,0,19.9,0,80.1,0,0,0,0
I-8043476_1,22,2,3,3,0,0,53.1,17,0,0,0,29.9,0
I-8043469_1,24,2,8,6,7,0,93.8,6.2,0,0,0,0,0
I-8043456_1,18,1,8,4,8,0,100,0,0,0,0,0,0
I-8043453_1,19,1,8,0,0,0,100,0,0,0,0,0,0
I-8043438_1,22,2,0,2,2,0,100,0,0,0,0,0,0
I-8043431_1,34,1,2,3,2,0,86.9,13.1,0,0,0,0,0
I-8043399_1,29,2,8,0,0,0,0,0,0,0,0,100,0
I-8043380_1,22,1,8,6,6,0,100,0,0,0,0,0,0
I-8043370_1,28,2,4,3,7,0,25.1,74.9,0,0,0,0,0
I-8043370_1,29,2,4,3,7,0,25.1,74.9,0,0,0,0,0
I-8043354_1,28,2,7,3,6,0,100,0,0,0,0,0,0
I-8043323_1,18,2,7,4,0,0,0,0,0,0,0,0,0
I-8043297_1,18,2,6,0,0,0,0,0,0,0,0,0,0
I-8043294_1,24,1,2,4,6,0,0,0,0,0,0,0,0
I-8043293_1,26,1,2,3,2,0,80.7,18.3,0.3,0,0.7,0,0
I-8043262_1,25,2,7,0,0,0,49.3,50.7,0,0,0,0,0
I-8043240_1,34,2,6,4,5,0,75.8,18.8,0,0,0,5.3,0
I-8043236_1,27,1,8,9,5,0,100,0,0,0,0,0,0
I-8043233_1,19,1,6,8,4,0,0,0,0,0,0,0,0
I-8043229_1,19,2,8,8,8,0,71.5,27,0,0,0,1.5,0
I-8043228_1,28,1,4,7,0,0,8.5,11.2,0,0,80.3,0,0
I-8043224_1,19,1,0,0,7,0,0,0,0,0,0,0,0
I-8043216_1,30,2,5,1,2,0,100,0,0,0,0,0,0
I-8043206_1,19,1,4,7,10,0,0,0,0,0,0,100,0
I-8043200_1,19,1,4,7,7,0,74.5,3.3,11.1,11.1,0,0,0
I-8043184_1,19,2,8,7,0,0,90.1,9.9,0,0,0,0,0
I-8043175_1,27,2,5,1,5,0,100,0,0,0,0,0,0
I-8043164_1,21,2,2,2,2,0,0,0,0,0,0,0,0
I-8043164_1,22,2,2,2,2,0,0,0,0,0,0,0,0
I-8043117_1,28,2,0,0,0,0,0,0,0,0,0,0,0
I-8043117_1,29,2,0,0,0,0,0,0,0,0,0,0,0
I-8043094_1,34,2,8,0,4,0,93.4,0,6.6,0,0,0,0
I-8043094_1,35,2,8,0,4,0,93.4,0,6.6,0,0,0,0
I-8043092_1,25,1,8,7,7,0,29.4,0,11.6,0,0,58.9,0
I-8043081_1,34,2,3,5,3,0,100,0,0,0,0,0,0
I-8043072_1,39,2,3,6,0,0,30,43.5,0,0,0,25.2,1.3
I-8043043_1,28,1,3,1,2,0,0,0,0,0,0,0,0
I-8043017_1,37,2,2,8,9,0,60.3,33.5,6.1,0,0.2,0,0
I-8042997_1,34,2,5,3,5,0,41.4,45.8,1.5,0,11.2,0,0
I-8042950_1,34,2,1,9,9,0,96.3,3.7,0,0,0,0,0
I-8042949_1,29,2,1,0,0,0,0,100,0,0,0,0,0
I-8042925_1,19,2,10,0,0,0,32.7,59.6,7.7,0,0,0,0
I-8042923_1,35,2,3,0,6,0,32.2,35.6,0,0,32.2,0,0
I-8042898_1,35,1,2,3,6,0,94.6,0,0,5.4,0,0,0
I-8042870_1,21,1,4,7,0,0,0,100,0,0,0,0,0
I-8042853_1,30,1,0,0,0,0,0,0,0,0,0,0,0
I-8042820_1,19,1,4,5,6,0,53.2,0,2,0,44.8,0,0
I-8042814_1,18,1,2,3,0,0,59.2,40.8,0,0,0,0,0
I-8042813_1,19,1,7,4,0,0,68.6,15.7,15.7,0,0,0,0
I-8042726_1,19,1,10,0,0,0,74.7,25.3,0,0,0,0,0
I-8042724_1,20,1,10,7,7,0,21.3,57.5,4.2,0,17,0,0
I-8042688_1,21,1,9,9,7,0,97,2.6,0.4,0,0,0,0
I-8042680_1,19,1,1,1,2,0,62.1,0,0,0,0,37.9,0
I-8042680_1,20,1,1,1,2,0,62.1,0,0,0,0,37.9,0
I-8042667_1,19,1,7,6,0,0,0,0,100,0,0,0,0
I-8042666_1,19,2,10,7,7,0,88.4,0,11.6,0,0,0,0
I-8042657_1,19,2,10,5,6,0,38.3,55.9,5.8,0,0,0,0
I-8042623_1,26,2,1,1,1,0,76.1,10.4,0.9,0,12.7,0,0
I-8042621_1,20,2,8,0,0,0,0,0,0,0,0,0,0
I-8042589_1,20,2,9,7,7,0,0,0,0,0,0,0,0
I-8042582_1,19,2,8,0,0,0,74.7,25.3,0,0,0,0,0
I-8042580_1,18,1,7,6,5,0,0,100,0,0,0,0,0
I-8042577_1,22,2,5,0,7,0,0,0,0,0,0,0,0
I-8042567_1,19,1,8,9,8,0,0,100,0,0,0,0,0
I-8042566_1,18,2,5,3,0,0,92,2.7,5.3,0,0,0,0
I-8042554_1,20,1,4,5,0,0,69.3,30.7,0,0,0,0,0
I-8042554_1,21,1,4,5,0,0,69.3,30.7,0,0,0,0,0
I-8042517_1,19,2,8,4,5,0,100,0,0,0,0,0,0
I-8042490_1,23,1,0,6,6,0,100,0,0,0,0,0,0
I-8042477_1,27,2,10,5,7,0,93.3,4.1,0,0,0,2.6,0
I-8042453_1,19,1,7,8,3,0,100,0,0,0,0,0,0
I-8042450_1,27,1,9,8,7,0,15.5,0,0,0,0,84.5,0
I-8042443_1,18,2,5,10,0,0,100,0,0,0,0,0,0
I-8042436_1,33,1,10,6,7,0,20.5,23.9,0,0,0,22.8,32.8
I-8042428_1,19,2,7,0,7,0,59.4,40.6,0,0,0,0,0
I-8042393_1,23,2,5,6,5,0,0,0,0,0,0,0,0
I-8042391_1,19,1,0,0,5,0,64,2,0,0,0,34,0
I-8042374_1,26,1,10,7,6,0,0,0,0,0,0,0,0
I-8042366_1,25,2,6,2,3,0,100,0,0,0,0,0,0
I-8042346_1,34,1,4,1,2,0,33.7,64.4,0,0,1.3,0.6,0
I-8042342_1,43,2,3,5,0,0,63.1,28.3,8.6,0,0,0,0
I-8042339_1,27,1,5,7,7,0,58.3,40,1.7,0,0,0,0
I-8042335_1,35,2,2,1,4,0,100,0,0,0,0,0,0
I-8042325_1,37,1,9,8,8,0,73.9,14.7,8,0,3.4,0,0
I-8042320_1,35,2,10,1,1,0,5.3,7.6,0.6,0,73,13.2,0.3
I-8042309_1,52,1,1,1,3,35,35.9,25.9,3.2,0,0,0,0
I-8042298_1,33,2,5,4,5,0,73.5,14.5,0,0,0,12,0
I-8042297_1,57,2,8,0,0,0,71.3,28.7,0,0,0,0,0
I-8042294_1,55,1,6,5,8,9.1,61.1,29.8,0,0,0,0,0
I-8042272_1,53,2,8,7,9,0,94.2,5.8,0,0,0,0,0
I-8042267_1,33,2,2,7,8,0,62.5,22.3,15.2,0,0,0,0
I-8042258_1,31,2,3,8,0,0,90.4,8.6,0,0,0,1,0
I-8042208_1,28,2,6,5,6,0,51.6,37.7,0,0,0,10.8,0
I-8042143_1,20,2,8,6,7,0,66.7,32.2,1.1,0,0,0,0
I-8042073_1,17,2,5,3,0,0,98.8,0,0,0,0,1.2,0
I-8042052_1,21,1,9,6,7,0,5.1,94.9,0,0,0,0,0
I-8042033_1,31,2,10,0,0,0,65.2,18.1,0,0,14.6,2.1,0
I-8042033_1,32,2,10,0,0,0,65.2,18.1,0,0,14.6,2.1,0
I-8042021_1,21,1,8,9,9,0,97.8,2.2,0,0,0,0,0
I-8042021_1,22,1,8,9,9,0,97.8,2.2,0,0,0,0,0
I-8042009_1,44,1,1,6,0,0,60.8,39.2,0,0,0,0,0
I-8042006_1,34,2,10,8,8,0,90.8,1.3,0,1.2,0,6.7,0
I-8041874_1,33,2,1,5,4,0,75,1.3,0,0,19.8,3.9,0
I-8041866_1,33,2,7,8,0,0,45,4.4,0,0,50.6,0,0
I-8041864_1,29,2,8,8,6,0,59.1,35.3,0,0,0,5.5,0
I-8041849_1,61,2,5,4,0,0,64.7,25.9,6.6,0,0,2.8,0
I-8041844_1,32,1,6,8,6,0,45.3,54.7,0,0,0,0,0
I-8041840_1,38,1,1,1,1,0,100,0,0,0,0,0,0
I-8041832_1,43,1,10,2,8,0,86.4,13.6,0,0,0,0,0
I-8041777_1,52,1,9,1,5,0,73.4,19.4,6.1,0,1.1,0,0
I-8041751_1,58,2,7,6,0,0.3,79.5,7.6,6.7,0,0,5.9,0
I-8041666_1,51,2,5,1,0,0,84.3,14.5,0,0,0,1.2,0
I-8041664_1,41,1,2,3,3,0,0,0,0,0,0,0,0
I-8041634_1,57,2,9,4,5,0,78.4,21.6,0,0,0,0,0
I-8041622_1,60,1,9,7,3,0,88,12,0,0,0,0,0
I-8041622_1,61,1,9,7,3,0,88,12,0,0,0,0,0
I-8041616_1,74,1,10,6,0,0,64.8,21.5,0,0,0,0.6,13.1
I-8041610_1,20,2,6,9,7,0,5.2,0,61.6,0,33.2,0,0
I-8041601_1,39,1,4,8,0,0,60.1,38.5,1.4,0,0,0,0
I-8041583_1,24,1,4,4,2,0,100,0,0,0,0,0,0
I-8041523_1,24,2,5,4,5,0,100,0,0,0,0,0,0
I-8041448_1,66,1,4,4,4,0,100,0,0,0,0,0,0
I-8041321_1,32,2,8,10,10,0,100,0,0,0,0,0,0
I-8041236_1,20,2,1,2,6,0,15.3,38.3,46.4,0,0,0,0
I-8041224_1,21,2,5,5,4,0,84,16,0,0,0,0,0
I-8041202_1,23,2,3,4,4,0,96.9,3.1,0,0,0,0,0
I-8041041_1,32,1,5,8,4,0,100,0,0,0,0,0,0
I-8040859_1,39,1,4,6,4,0,93.3,0,6.7,0,0,0,0
I-8040858_1,34,2,1,2,2,0,0,0,0,0,0,0,0
I-8040853_1,64,2,7,7,7,0,91.9,8.1,0,0,0,0,0
I-8040793_1,39,2,1,1,5,0,94.1,5.9,0,0,0,0,0
I-8040766_1,34,1,7,7,7,0,0,0,100,0,0,0,0
I-8040728_1,19,2,7,0,4,0,0,100,0,0,0,0,0
I-8040645_1,56,2,7,6,3,0,77.3,14.9,4.2,0,0,3.6,0
I-8040381_1,21,2,0,0,0,0,0,0,0,0,0,0,0
I-8040381_1,22,2,0,0,0,0,0,0,0,0,0,0,0
I-8039916_1,21,2,0,0,5,0,36.4,26.9,36.8,0,0,0,0
I-8039909_1,51,1,8,8,8,0,41.8,22.8,0,0.6,0,31.4,3.5
I-8039843_1,48,2,8,7,8,0,87.5,10.3,0,0,0,2.2,0
I-8039834_1,20,2,6,0,4,0,0,0,0,0,0,0,0
I-8039820_1,73,1,10,2,0,0,100,0,0,0,0,0,0
I-8039799_1,62,2,1,1,1,0,0,66.6,12,4.7,16.7,0,0
I-8039784_1,60,2,7,7,0,0,76.7,21,0,0,0,2.3,0
I-8039781_1,69,1,9,10,0,0,80.3,6.9,2.4,0,0,10.5,0
I-8039699_1,45,1,7,8,6,0,89.5,9.1,0,0,0,1.4,0
I-8039693_1,19,2,10,0,8,0,95.7,0,4.3,0,0,0,0
I-8039662_1,31,1,4,1,1,0,51.4,21.9,24.5,0,0,0.9,1.3
I-8039631_1,27,2,5,7,7,0,100,0,0,0,0,0,0
I-8039621_1,26,2,1,6,7,0,0,100,0,0,0,0,0
I-8039606_1,56,2,1,8,8,0,94.2,5.8,0,0,0,0,0
I-8039582_1,37,1,10,10,6,0,86.5,12.7,0.7,0,0,0,0
I-8039582_1,38,1,10,10,6,0,86.5,12.7,0.7,0,0,0,0
I-8039564_1,26,1,4,6,3,0,44.5,0,11,0,0,44.4,0
I-8039521_1,25,2,10,10,10,0,99,1,0,0,0,0,0
I-8039486_1,21,2,8,0,0,0,38.8,61.2,0,0,0,0,0
I-8039468_1,52,2,6,6,0,0,77.5,6.7,2.8,0.1,0,12.7,0.3
I-8039468_1,53,2,6,6,0,0,77.5,6.7,2.8,0.1,0,12.7,0.3
I-8039429_1,39,1,8,5,0,0,66.8,21.5,0,0,0,11.7,0
I-8039384_1,35,2,9,5,4,0,69.3,15.9,14.8,0,0,0,0
I-8039356_1,20,1,1,0,0,0,61.6,38.4,0,0,0,0,0
I-8039348_1,62,2,8,5,0,0,75.5,12.9,11.3,0,0,0,0.3
I-8039344_1,21,1,10,6,0,0,45.4,32.1,0,0,0,0,22.5
I-8039337_1,20,2,1,0,0,0,66.7,33.3,0,0,0,0,0
I-8039328_1,72,2,7,0,0,0,87.3,12.4,0,0,0.3,0,0
I-8039328_1,73,2,7,0,0,0,87.3,12.4,0,0,0.3,0,0
I-8039272_1,39,1,1,6,3,0,70.6,24.1,1.1,0,0,4.3,0
I-8039272_1,40,1,1,6,3,0,70.6,24.1,1.1,0,0,4.3,0
I-8039260_1,34,2,0,5,0,0,53.1,26.3,5.8,0,11.8,3,0
I-8039219_1,44,1,1,1,9,0,100,0,0,0,0,0,0
I-8039201_1,58,1,8,1,0,0,69.7,25.9,2.8,0,0,1.6,0
I-8039164_1,53,1,0,7,8,0,30.8,23.1,46.2,0,0,0,0
I-8039128_1,45,1,8,7,7,0,100,0,0,0,0,0,0
I-8039097_1,46,2,10,0,0,0,68.7,7.9,0,12.9,3.4,7.2,0
I-8039097_1,47,2,10,0,0,0,68.7,7.9,0,12.9,3.4,7.2,0
I-8039094_1,45,1,8,5,6,0,30.7,38.3,11.6,0,0,17.3,2
I-8039007_1,29,2,3,7,0,0,76.5,23.5,0,0,0,0,0
I-8038983_1,49,1,9,8,0,11.6,58.2,3,0,0,23.6,3.6,0
I-8038948_1,40,1,3,0,6,0,83.6,16.4,0,0,0,0,0
I-8038930_1,38,2,6,0,3,0,94.8,5.2,0,0,0,0,0
I-8038916_1,59,2,5,8,0,0,89,6,0,0,0.4,4.7,0
I-8038904_1,37,1,8,9,10,0,90.1,3.3,0,0,0,6.6,0
I-8038897_1,24,2,10,7,10,0,72.5,16.3,11.2,0,0,0,0
I-8038892_1,20,2,2,1,6,0,0,0,0,0,0,0,0
I-8038870_1,34,2,2,6,6,0,96.3,2.5,1.2,0,0,0,0
I-8038859_1,56,1,9,5,5,3.7,77.1,12.5,2.2,0,0,4.5,0
I-8038844_1,44,2,10,0,3,0,89.1,5.8,0,0.8,1.7,2.6,0
I-8038831_1,66,2,8,8,7,0,80.7,18.4,0.3,0,0,0.6,0
I-8038824_1,62,2,7,9,6,0,44.9,14.6,0,0,0,40.5,0
I-8038784_1,32,1,1,1,1,0,66,16.6,0,10.5,5.3,1.6,0
I-8038775_1,42,1,9,5,6,0,100,0,0,0,0,0,0
I-8038762_1,46,1,7,8,9,0,78.3,11.9,7.5,0,0.9,0.9,0.5
I-8038759_1,31,2,1,4,0,0,65.2,16.3,0,0,18.4,0,0
I-8038755_1,46,1,8,6,4,0,52.6,35.2,12.2,0,0,0,0
I-8038746_1,35,2,6,2,2,0,81,19,0,0,0,0,0
I-8038733_1,27,2,8,8,8,0,5.2,6.7,0,8.4,79.7,0,0
I-8038724_1,46,1,9,6,5,0,57.1,21.8,21,0,0,0,0
I-8038720_1,41,1,6,7,8,0,67.8,24.5,1.7,0,0,5.9,0
I-8038699_1,19,1,5,7,4,0,59.6,4.5,16.1,0,0,19.8,0
I-8038681_1,34,1,1,3,2,0,47.9,52.1,0,0,0,0,0
I-8038681_1,35,1,1,3,2,0,47.9,52.1,0,0,0,0,0
I-8038679_1,67,2,6,6,4,0,88,9.7,0,0,2.3,0,0
I-8038675_1,22,2,5,5,6,0,95.4,0,3.4,1.1,0,0,0
I-8038654_1,27,2,7,8,8,0,60.2,14.4,1.6,0,23.8,0,0
I-8038654_1,28,2,7,8,8,0,60.2,14.4,1.6,0,23.8,0,0
I-8038630_1,42,2,10,5,0,0,31.1,6.8,37.5,0,0,24.7,0
I-8038552_1,43,2,5,10,6,0,79.6,19,1.5,0,0,0,0
I-8038552_1,44,2,5,10,6,0,79.6,19,1.5,0,0,0,0
I-8038520_1,59,2,5,5,0,0,89,9.5,1.5,0,0,0,0
I-8038520_1,60,2,5,5,0,0,89,9.5,1.5,0,0,0,0
I-8038463_1,59,1,8,6,0,0,82.2,3.3,1.1,0,0,13.5,0
I-8038450_1,45,1,3,3,3,0,100,0,0,0,0,0,0
I-8038413_1,51,1,6,3,5,0,65.2,34.5,0.3,0,0,0,0
I-8038412_1,30,2,3,2,5,0,100,0,0,0,0,0,0
I-8038200_1,60,2,4,7,7,0,49.2,45.5,0.7,0,0,0,4.6
I-8038174_1,62,2,3,3,4,0,89.6,7.4,0,0,0,3,0
I-8038139_1,21,2,7,6,6,0,92.4,7.6,0,0,0,0,0
I-8038134_1,50,1,10,7,6,0,82.2,16.4,0.4,0,0,1,0
I-8038131_1,26,2,1,1,1,0,19.7,29.1,0.6,0,10,35.6,5
I-8038130_1,73,1,7,6,6,0,86.9,9.8,2.3,0,0,0.9,0
I-8038081_1,44,1,9,7,0,0,0,41.7,0,0,0,58.3,0
I-8038058_1,28,2,9,0,0,0,0,0,0,0,100,0,0
I-8038037_1,30,2,8,0,8,0,33.3,66.7,0,0,0,0,0
I-8038016_1,32,2,8,6,5,0,85.1,9.9,1,0,0,4.1,0
I-8038004_1,48,1,9,7,6,0,30.4,69.6,0,0,0,0,0
I-8037976_1,46,2,9,8,0,0,100,0,0,0,0,0,0
I-8037947_1,47,1,6,8,0,0,93.4,1.8,3,0,0,1.9,0
I-8037907_1,22,1,8,8,7,0,78.9,21.1,0,0,0,0,0
I-8037901_1,38,1,9,7,8,0,75.1,17.6,0,0,4.3,3,0
I-8037870_1,32,1,4,7,0,0,57.6,12.7,2.1,0,27.6,0,0
I-8037854_1,46,2,8,8,0,0.4,59.1,37.8,0,0,0,2.7,0
I-8037840_1,49,1,1,4,2,0,7.4,7.2,0,0,0,81.6,3.7
I-8037838_1,57,2,7,0,5,0,56.1,35,8.7,0,0,0,0.2
I-8037834_1,61,1,5,6,6,0,73,21.2,3.5,0,0,2,0.2
I-8037830_1,28,2,4,4,4,0,99.2,0.8,0,0,0,0,0
I-8037828_1,26,1,10,10,0,0,0,0,0,0,0,0,0
I-8037823_1,27,2,6,5,6,0,50.7,9.2,15.7,0,0,17.9,6.4
I-8037823_1,28,2,6,5,6,0,50.7,9.2,15.7,0,0,17.9,6.4
I-8037777_1,63,2,10,10,10,0,35.2,18.9,1.9,0,0,41.3,2.8
I-8037764_1,26,1,8,8,7,0,0,0,0,0,0,0,0
I-8037757_1,44,1,10,0,0,0,44.6,17.5,0,37.9,0,0,0
I-8037755_1,48,1,7,8,0,0,96.9,3.1,0,0,0,0,0
I-8037745_1,36,2,8,8,0,0,23.1,76.9,0,0,0,0,0
I-8037745_1,37,2,8,8,0,0,23.1,76.9,0,0,0,0,0
I-8037738_1,44,1,1,7,7,0,42.4,57.6,0,0,0,0,0
I-8037738_1,45,1,1,7,7,0,42.4,57.6,0,0,0,0,0
I-8037731_1,53,1,6,8,0,0,82.2,7.7,0.2,0,9.8,0,0
I-8037723_1,29,2,2,8,8,0,76.8,16.1,7.1,0,0,0,0
I-8037719_1,34,1,3,3,1,0,18.4,25.8,0,0,55.5,0.3,0
I-8037714_1,63,2,10,3,6,0,50.5,20.7,5.4,0,0,1.1,22.3
I-8037689_1,20,2,0,0,4,0,0,0,0,100,0,0,0
I-8037689_1,21,2,0,0,4,0,0,0,0,100,0,0,0
I-8037631_1,34,1,1,10,8,0,100,0,0,0,0,0,0
I-8037616_1,19,2,1,8,4,0,96,4,0,0,0,0,0
I-8037599_1,27,2,4,6,0,0,0,39.9,60.1,0,0,0,0
I-8037591_1,57,1,5,8,0,0,21.1,1.9,0,0,0,76.9,0
I-8037561_1,64,1,10,9,9,0,60,29,10.2,0,0.7,0.2,0
I-8037535_1,28,2,3,2,4,0,93.2,0,0,6.8,0,0,0
I-8037525_1,50,1,1,1,1,0,91.4,8.6,0,0,0,0,0
I-8037499_1,42,1,8,10,10,0,42.1,0,0,0,0,57.9,0
I-8037493_1,29,1,8,4,5,0,98.8,1.2,0,0,0,0,0
I-8037493_1,30,1,8,4,5,0,98.8,1.2,0,0,0,0,0
I-8037488_1,53,1,4,7,8,0,67.7,28.3,4,0,0,0,0
I-8037487_1,65,2,4,5,0,0,97.9,0.3,0,0,0.9,0.9,0
I-8037485_1,62,2,3,7,0,0,99.1,0.9,0,0,0,0,0
I-8037461_1,34,1,1,5,8,0,100,0,0,0,0,0,0
I-8037441_1,29,2,1,1,6,0,36.1,5.8,0,0,57.6,0.5,0
I-8037430_1,30,2,2,2,3,0,0,0,0,0,94.3,5.7,0
I-8037422_1,20,1,7,8,8,0,100,0,0,0,0,0,0
I-8037415_1,28,2,1,7,8,0,63.1,36.9,0,0,0,0,0
I-8037402_1,32,1,6,5,5,0,81.9,13.4,0.7,0,0,4,0
I-8037398_1,26,1,6,7,6,0,98,2,0,0,0,0,0
I-8037387_1,60,1,5,6,0,0,72.5,1.3,26.2,0,0,0,0
I-8037380_1,28,2,10,4,9,0,64.2,11.9,0,19.5,0,4.4,0
I-8037374_1,46,1,10,0,0,0,94.6,5.3,0.2,0,0,0,0
I-8037372_1,22,2,8,3,9,0,44.8,15,0,0,40.2,0,0
I-8037364_1,56,2,1,1,1,0,66.7,33.3,0,0,0,0,0
I-8037327_1,45,1,6,9,0,0,71.4,11.4,17.2,0,0,0,0
I-8037327_1,46,1,6,9,0,0,71.4,11.4,17.2,0,0,0,0
I-8037321_1,55,2,1,4,4,1.9,76.1,19.7,0.2,0,0,2.1,0
I-8037315_1,52,1,3,3,6,0,49,12.3,8.2,2.9,9.3,18.2,0
I-8037315_1,53,1,3,3,6,0,49,12.3,8.2,2.9,9.3,18.2,0
I-8037311_1,25,2,9,8,0,0,67.1,13.6,10.8,1.6,0,5.8,1
I-8037235_1,25,2,3,0,0,2.2,84.9,2.6,10.2,0,0,0,0
I-8037211_1,34,2,7,5,6,0,31.5,10.6,0,0,57.9,0,0
I-8037195_1,31,2,6,5,7,0,79.3,5.3,0,0,9.2,6.2,0
I-8037159_1,38,2,7,9,7,0,76.5,9.4,4.7,9.4,0,0,0
I-8037154_1,33,2,4,8,7,0,48.4,48.2,2.1,0,0,1.3,0
I-8037146_1,48,1,3,9,0,0,17.6,6.2,17.7,0,8.3,50,0.3
I-8037146_1,49,1,3,9,0,0,17.6,6.2,17.7,0,8.3,50,0.3
I-8037141_1,32,1,10,9,10,0,10.1,89.5,0.3,0,0,0,0
I-8037141_1,33,1,10,9,10,0,10.1,89.5,0.3,0,0,0,0
I-8037113_1,63,1,10,7,8,0,68.8,21.3,0.3,0,0,9,0.6
I-8037112_1,63,2,4,8,8,0,78.9,16,4.9,0,0,0.2,0
I-8037102_1,49,1,6,7,5,0,82.8,3.8,1.3,0,12.2,0,0
I-8037101_1,50,1,9,7,7,0.6,68.3,11.1,0.8,0,0,18.7,0.6
I-8037100_1,52,2,7,9,0,0,67.3,27.6,5.1,0,0,0,0
I-8037096_1,29,2,8,6,8,0,7,0,0,0,93,0,0
I-8037077_1,20,2,3,9,5,0,100,0,0,0,0,0,0
I-8037077_1,21,2,3,9,5,0,100,0,0,0,0,0,0
I-8037016_1,41,1,6,8,6,0,100,0,0,0,0,0,0
I-8036999_1,40,1,6,3,1,0,75.9,8.3,4.7,0,0,10.5,0.6
I-8036935_1,33,2,6,8,0,24.1,34.2,37.3,4.5,0,0,0,0
I-8036932_1,51,2,9,1,1,0,47.9,18.4,3.2,1.6,0,28.4,0.5
I-8036932_1,52,2,9,1,1,0,47.9,18.4,3.2,1.6,0,28.4,0.5
I-8036915_1,57,2,7,6,7,0,90,3,6.2,0,0,0.7,0
I-8036868_1,55,1,7,10,2,0,92.5,7.5,0,0,0,0,0
I-8036863_1,33,2,1,6,0,0,77.9,22.1,0,0,0,0,0
I-8036851_1,54,1,8,4,4,0,100,0,0,0,0,0,0
I-8036848_1,42,1,5,5,0,0,20.9,16.5,0,2.2,27.9,32.5,0
I-8036848_1,43,1,5,5,0,0,20.9,16.5,0,2.2,27.9,32.5,0
I-8036731_1,60,2,5,8,0,0,100,0,0,0,0,0,0
I-8036661_1,26,1,1,1,10,0,77.9,18.8,0.6,0,0,2.6,0
I-8036589_1,35,2,2,5,0,0,97.7,2.3,0,0,0,0,0
I-8036588_1,28,1,6,6,6,0,73.4,25.3,1.3,0,0,0,0
