INDIVIDUAL_ID,STREAM_LABEL,AVG_DURATION_SEC
I-1026659_1,BBC1 South,1005.6363636363636
I-1026659_1,BBC2 England,1878.3333333333333
I-1026659_1,CBBC - TV,1258
I-1026694_1,BBC News - TV,18673
I-1026694_1,BBC Parliament - TV,1798
I-1026694_1,BBC1 Wales,14894.142857142857
I-1026694_1,BBC2 Wales,10617.2
I-1026694_1,BBC4 TV - TV,444.5
I-1026729_1,BBC1 London,5782.5
I-1026729_1,BBC2 England,118
I-1026729_1,BBC4 TV - TV,2156
I-1026729_1,CBBC - TV,748
I-1026729_1,CBeebies - TV,238
I-1026747_1,BBC Parliament - TV,59
I-1026747_1,BBC1 North East and Cumbria,677.6666666666666
I-1026747_1,BBC2 England,418.5
I-1026793_1,BBC Alba - TV,1258
I-1026793_1,BBC1 Scotland,5875.416666666667
I-1026793_1,BBC2 Scotland,2731.4
I-1026793_1,BBC4 TV - TV,4697.666666666667
I-1026793_1,CBBC - TV,823.4545454545455
I-1026793_1,CBeebies - TV,892.5
I-1026801_1,BBC1 Yorkshire and Lincolnshire,7791
I-1026818_1,BBC1 Yorkshire and Lincolnshire,6625.8
I-1026818_1,BBC2 England,2465.3333333333335
I-1026818_1,BBC4 TV - TV,59
I-1026818_1,CBBC - TV,59
I-1026818_1,CBeebies - TV,778.5
I-1026856_1,BBC News - TV,238
I-1026856_1,BBC1 London,4769.5
I-1026856_1,BBC2 England,4451.666666666667
I-1026856_1,BBC4 TV - TV,1167.75
I-1026867_1,BBC News - TV,1872.6
I-1026867_1,BBC Parliament - TV,2756
I-1026867_1,BBC1 South,6759.555555555556
I-1026867_1,BBC2 England,928.6666666666666
I-1026870_1,BBC1 South,47293.545454545456
I-1026870_1,BBC2 England,2613.8
I-1026870_1,BBC4 TV - TV,3631.2
I-1026870_1,CBBC - TV,1258
I-1026910_1,BBC News - TV,1319
I-1026910_1,BBC1 Midlands West,14159.25
I-1026910_1,BBC2 England,4441
I-1026910_1,BBC4 TV - TV,8447
I-1026920_1,BBC News - TV,536.5
I-1026920_1,BBC1 Wales,2635.3333333333335
I-1026920_1,BBC2 Wales,238
I-1026931_1,BBC1 Scotland,10917.6
I-1026931_1,BBC2 Scotland,2296.6666666666665
I-1026936_1,BBC News - TV,640.1428571428571
I-1026936_1,BBC1 North West,68051.81818181818
I-1026936_1,BBC2 England,9336.727272727272
I-1026936_1,BBC4 TV - TV,4317.25
I-1026944_1,BBC2 England,178
I-1026982_1,BBC1 London,8192.583333333334
I-1026982_1,BBC2 England,2197.6666666666665
I-1026982_1,BBC4 TV - TV,2007
I-1027016_1,BBC1 North West,15420.416666666666
I-1027016_1,BBC2 England,2807.6666666666665
I-1027016_1,BBC4 TV - TV,1365.2
I-1027027_1,BBC News - TV,1467.6
I-1027027_1,BBC1 South East,35729.27272727273
I-1027027_1,BBC2 England,5881.333333333333
I-1027048_1,BBC1 South East,98.33333333333333
I-1027048_1,BBC2 England,3597
I-1027048_1,CBeebies - TV,13097.181818181818
I-1027114_1,BBC1 London,178
I-1027123_1,BBC1 London,3121.5
I-1027123_1,BBC2 England,3795.3333333333335
I-1027126_1,BBC1 Scotland,4614.75
I-1027126_1,BBC2 Scotland,1886.5
I-1027126_1,BBC4 TV - TV,2398
I-1027131_1,BBC Parliament - TV,118
I-1027131_1,BBC1 Midlands East,24828.6
I-1027131_1,BBC2 England,17243.5
I-1027131_1,BBC4 TV - TV,929
I-1027149_1,BBC1 Wales,1594
I-1027149_1,BBC2 Wales,437
I-1027149_1,CBeebies - TV,1644
I-1027192_1,BBC1 London,4908.571428571428
I-1027192_1,BBC2 England,6236
I-1027192_1,BBC4 TV - TV,59
I-1027192_1,CBBC - TV,2261.8888888888887
I-1027192_1,CBeebies - TV,1429.125
I-1027293_1,BBC News - TV,3969.6
I-1027293_1,BBC Parliament - TV,299
I-1027293_1,BBC1 North West,161987.88888888888
I-1027293_1,BBC2 England,8205
I-1027296_1,BBC1 Yorkshire and Lincolnshire,5047.5
I-1027296_1,BBC2 England,118
I-1027296_1,BBC4 TV - TV,1316.5
I-1027330_1,BBC News - TV,1768.5
I-1027330_1,BBC1 East of England,50741.22222222222
I-1027330_1,BBC2 England,8388.444444444445
I-1027334_1,BBC2 England,238
I-1027337_1,BBC News - TV,45845.125
I-1027337_1,BBC Parliament - TV,1340.8
I-1027337_1,BBC1 Midlands West,48747.625
I-1027337_1,BBC2 England,9335.75
I-1027359_1,BBC News - TV,1635.6666666666667
I-1027359_1,BBC1 North West,732
I-1027359_1,BBC2 England,1739
I-1027359_1,CBBC - TV,358
I-1027359_1,CBeebies - TV,11378.666666666666
I-1027365_1,BBC1 Yorkshire and Lincolnshire,2180.25
I-1027365_1,BBC2 England,4733
I-1027365_1,BBC4 TV - TV,3233
I-1027449_1,BBC1 North East and Cumbria,10474.9
I-1027449_1,BBC2 England,2909.714285714286
I-1027449_1,BBC4 TV - TV,88.5
I-1027471_1,BBC News - TV,458.3333333333333
I-1027471_1,BBC1 North East and Cumbria,31720.083333333332
I-1027471_1,BBC2 England,3476.6666666666665
I-1027471_1,BBC4 TV - TV,748
I-1027471_1,CBBC - TV,414
I-1027471_1,CBeebies - TV,2229.8571428571427
I-1027531_1,BBC News - TV,4720.5
I-1027531_1,BBC1 South,10990.75
I-1027531_1,BBC2 England,3449.4
I-1027531_1,BBC4 TV - TV,1252.6666666666667
I-1027531_1,CBeebies - TV,416.25
I-1027539_1,BBC News - TV,1496
I-1027539_1,BBC1 Ulster,12010
I-1027539_1,BBC2 Northern Ireland,59
I-1027539_1,CBBC - TV,59
I-1027539_1,CBeebies - TV,118
I-1027596_1,BBC News - TV,1048.5
I-1027596_1,BBC1 North West,66770.5
I-1027596_1,BBC2 England,831
I-1027596_1,BBC4 TV - TV,2996
I-1027640_1,BBC1 Midlands West,5046.5
I-1027665_1,BBC1 North West,22398.545454545456
I-1027665_1,BBC2 England,5744
I-1027665_1,BBC4 TV - TV,1494
I-1027677_1,BBC News - TV,1199
I-1027677_1,BBC2 England,178
I-1027677_1,CBeebies - TV,3233
I-1027692_1,BBC1 London,34990.454545454544
I-1027692_1,BBC2 England,3646.8571428571427
I-1027692_1,BBC4 TV - TV,118
I-1027705_1,BBC Alba - TV,478
I-1027705_1,BBC1 North West,5633.5
I-1027705_1,BBC2 England,4476.555555555556
I-1027705_1,BBC4 TV - TV,238
I-1027705_1,CBeebies - TV,418.5
I-1027713_1,BBC1 South West,2186
I-1027713_1,BBC2 England,2686
I-1027775_1,BBC1 London,9655.083333333334
I-1027775_1,BBC2 England,6329
I-1027775_1,BBC4 TV - TV,1975.5
I-1027775_1,CBBC - TV,1435
I-1027786_1,BBC1 Scotland,45690
I-1027786_1,BBC2 Scotland,3478
I-1027786_1,BBC4 TV - TV,29115
I-1027838_1,BBC1 London,4598.875
I-1027838_1,BBC2 England,2915.6666666666665
I-1027841_1,BBC News - TV,1098.6666666666667
I-1027841_1,BBC Parliament - TV,118
I-1027841_1,BBC1 East of England,11237.916666666666
I-1027841_1,BBC2 England,1789.125
I-1027841_1,CBBC - TV,59
I-1027841_1,CBeebies - TV,1250
I-1027891_1,BBC News - TV,277.3333333333333
I-1027891_1,BBC1 Midlands West,17903.5
I-1027891_1,BBC2 England,8389.25
I-1027891_1,BBC4 TV - TV,1582.4545454545455
I-1027892_1,BBC News - TV,59
I-1027892_1,BBC1 Midlands West,6900.818181818182
I-1027892_1,BBC2 England,2490.285714285714
I-1027892_1,BBC4 TV - TV,59
I-1027898_1,BBC1 Yorkshire and Lincolnshire,5460.545454545455
I-1027898_1,BBC2 England,1996.6666666666667
I-1027910_1,BBC Parliament - TV,478
I-1027910_1,BBC1 Midlands West,6264.857142857143
I-1027910_1,BBC2 England,3891
I-1027910_1,BBC4 TV - TV,748
I-1027910_1,CBBC - TV,956
I-1027910_1,CBeebies - TV,118.5
I-1027938_1,BBC Alba - TV,4798.9
I-1027938_1,BBC1 Yorkshire and Lincolnshire,88.5
I-1027938_1,BBC2 England,1827.25
I-1027938_1,BBC4 TV - TV,4495
I-1027948_1,BBC News - TV,298.5
I-1027948_1,BBC1 North West,2540.6666666666665
I-1027948_1,BBC2 England,1197.6
I-1027967_1,BBC1 East of England,16157.42857142857
I-1027967_1,BBC2 England,2836.6666666666665
I-1027967_1,CBeebies - TV,2036
I-1027977_1,BBC1 North West,7863.333333333333
I-1027977_1,BBC2 England,4253.5
I-1027977_1,CBeebies - TV,30857.333333333332
I-1027984_1,BBC News - TV,118.5
I-1027984_1,BBC Parliament - TV,15363.272727272728
I-1027984_1,BBC1 Yorkshire and Lincolnshire,67574.16666666667
I-1027984_1,BBC2 England,14760.833333333334
I-1027984_1,BBC4 TV - TV,711
I-1028026_1,BBC News - TV,342.5
I-1028026_1,BBC Parliament - TV,1616
I-1028026_1,BBC1 North West,14474.666666666666
I-1028026_1,BBC2 England,3000.75
I-1028026_1,BBC4 TV - TV,6324.857142857143
I-1028091_1,BBC1 London,3193.8
I-1028091_1,BBC2 England,387.6666666666667
I-1028091_1,BBC4 TV - TV,1770.6
I-1028342_1,BBC1 London,6747.5
I-1028342_1,BBC2 England,4076.25
I-1028342_1,BBC4 TV - TV,118
I-1028424_1,BBC1 North West,23662.666666666668
I-1028424_1,BBC2 England,11027
I-1028424_1,BBC4 TV - TV,1777
I-1028443_1,BBC1 Scotland,1403
I-1028443_1,BBC2 Scotland,98.33333333333333
I-1028443_1,BBC4 TV - TV,59
I-1028443_1,CBBC - TV,599
I-1028467_1,BBC Alba - TV,238
I-1028467_1,BBC1 South West,3673.6666666666665
I-1028467_1,BBC2 England,1991.25
I-1028467_1,BBC4 TV - TV,1826.5
I-1028543_1,BBC Parliament - TV,89
I-1028543_1,BBC1 Yorkshire and Lincolnshire,3896
I-1028543_1,BBC2 England,538.6666666666666
I-1028543_1,CBeebies - TV,517.3333333333334
I-1028556_1,BBC1 Midlands East,9830.09090909091
I-1028556_1,BBC2 England,1825.75
I-1028556_1,BBC4 TV - TV,118
I-1028638_1,BBC1 Midlands East,4605.583333333333
I-1028638_1,BBC2 England,1665.5714285714287
I-1028638_1,BBC4 TV - TV,2607.25
I-1028698_1,BBC1 North West,158
I-1028698_1,BBC2 England,206.5
I-1028701_1,BBC1 North West,208
I-1028701_1,BBC2 England,118
I-1028701_1,BBC4 TV - TV,178
I-1028810_1,BBC News - TV,419
I-1028810_1,BBC1 London,2713.4444444444443
I-1028810_1,BBC2 England,670.5
I-1028810_1,BBC4 TV - TV,179
I-1028844_1,BBC1 North East and Cumbria,2537.1
I-1028844_1,BBC2 England,885.6
I-1028844_1,BBC4 TV - TV,59
I-1028884_1,BBC1 Scotland,12684.666666666666
I-1028884_1,BBC2 Scotland,3904.777777777778
I-1028884_1,BBC4 TV - TV,778
I-1028914_1,BBC News - TV,898.5
I-1028914_1,BBC1 Yorkshire and Lincolnshire,58526.09090909091
I-1028914_1,BBC2 England,22808.454545454544
I-1028914_1,BBC4 TV - TV,3688.4
I-1028982_1,BBC News - TV,1377
I-1028982_1,BBC Parliament - TV,59
I-1028982_1,BBC1 London,7822.25
I-1028982_1,BBC2 England,2066
I-1028982_1,BBC4 TV - TV,59
I-1028982_1,CBBC - TV,599
I-1028982_1,CBeebies - TV,2039.3636363636363
I-1029049_1,BBC1 South East,3658
I-1029069_1,BBC News - TV,1077
I-1029069_1,BBC1 Ulster,8083.5
I-1029069_1,BBC2 Northern Ireland,3886.1428571428573
I-1029078_1,BBC1 Yorkshire and Lincolnshire,31407.916666666668
I-1029078_1,BBC2 England,4280.416666666667
I-1029078_1,BBC4 TV - TV,3038.3333333333335
I-1029078_1,CBeebies - TV,5158
I-1029095_1,BBC Alba - TV,59
I-1029095_1,BBC News - TV,2156.3333333333335
I-1029095_1,BBC1 Yorkshire and Lincolnshire,7730.583333333333
I-1029095_1,BBC2 England,2600.8888888888887
I-1029095_1,BBC4 TV - TV,178
I-1029095_1,CBeebies - TV,435.6666666666667
I-1029166_1,BBC1 South,9044.7
I-1029166_1,BBC2 England,7636.5
I-1029166_1,BBC4 TV - TV,2380.25
I-1029177_1,BBC News - TV,299
I-1029177_1,BBC1 Yorkshire and Lincolnshire,299
I-1029177_1,BBC2 England,238
I-1029177_1,CBBC - TV,11564.333333333334
I-1029177_1,CBeebies - TV,6355
I-1029181_1,BBC News - TV,2277
I-1029181_1,BBC Parliament - TV,298
I-1029181_1,BBC1 North West,3895.75
I-1029181_1,BBC2 England,4139
I-1029181_1,BBC4 TV - TV,1919
I-1029188_1,BBC News - TV,418
I-1029188_1,BBC1 Wales,18386.6
I-1029188_1,BBC2 Wales,3805.5555555555557
I-1029190_1,BBC News - TV,8584.8
I-1029190_1,BBC Parliament - TV,1257
I-1029190_1,BBC1 London,18913.545454545456
I-1029190_1,BBC2 England,2446
I-1029190_1,BBC4 TV - TV,968.8
I-1029193_1,BBC News - TV,6067.833333333333
I-1029193_1,BBC Parliament - TV,838
I-1029193_1,BBC1 Yorkshire and Lincolnshire,69005.58333333333
I-1029193_1,BBC2 England,11360.083333333334
I-1029193_1,BBC4 TV - TV,2664
I-1029203_1,BBC News - TV,1675.6666666666667
I-1029203_1,BBC Parliament - TV,59
I-1029203_1,BBC1 Wales,22124.083333333332
I-1029203_1,BBC2 Wales,9027.666666666666
I-1029203_1,BBC4 TV - TV,2218
I-1029206_1,BBC1 South,10450.833333333334
I-1029206_1,BBC2 England,1388.2
I-1029206_1,CBBC - TV,418
I-1029206_1,CBeebies - TV,10082.166666666666
I-1029368_1,BBC1 Midlands West,2577
I-1029368_1,BBC2 England,3597
I-1029376_1,BBC1 South East,39367.583333333336
I-1029376_1,BBC2 England,2999
I-1029376_1,BBC4 TV - TV,393.6
I-1029378_1,BBC1 South East,3909.5
I-1029378_1,BBC2 England,4431.666666666667
I-1029378_1,BBC4 TV - TV,1114
I-1029390_1,BBC News - TV,4855
I-1029390_1,BBC1 South,35243
I-1029390_1,BBC2 England,2620.714285714286
I-1029390_1,BBC4 TV - TV,538.3333333333334
I-1029404_1,BBC News - TV,177
I-1029404_1,BBC1 South,1917.142857142857
I-1029404_1,BBC2 England,118
I-1029515_1,BBC News - TV,1617
I-1029515_1,BBC Parliament - TV,1708.5
I-1029515_1,BBC1 South East,14202.545454545454
I-1029515_1,BBC2 England,1913.6666666666667
I-1029580_1,BBC Alba - TV,358
I-1029580_1,BBC News - TV,298
I-1029580_1,BBC Parliament - TV,238
I-1029580_1,BBC1 Yorkshire and Lincolnshire,20693.833333333332
I-1029580_1,BBC2 England,9418.333333333334
I-1029580_1,BBC4 TV - TV,5512
I-1029581_1,BBC1 North West,15260.5
I-1029581_1,BBC2 England,6178
I-1029581_1,BBC4 TV - TV,4254
I-104003_1,BBC Alba - TV,699.6363636363636
I-104003_1,BBC News - TV,1555.5
I-104003_1,BBC Parliament - TV,239
I-104003_1,BBC1 Wales,89271.08333333333
I-104003_1,BBC2 Wales,5957.2
I-104003_1,BBC4 TV - TV,118
I-104024_1,BBC News - TV,1347.5
I-104024_1,BBC Parliament - TV,178
I-104024_1,BBC1 London,26835.75
I-104024_1,BBC2 England,14853.5
I-104024_1,BBC4 TV - TV,1439
I-3000032_1,BBC News - TV,118
I-3000032_1,BBC1 North East and Cumbria,36840.75
I-3000032_1,BBC2 England,11455.777777777777
I-3000032_1,BBC4 TV - TV,3476
I-3000158_1,BBC News - TV,4687.181818181818
I-3000158_1,BBC Parliament - TV,922
I-3000158_1,BBC1 South West,51976.72727272727
I-3000158_1,BBC2 England,10131.09090909091
I-3000158_1,BBC4 TV - TV,476
I-3000259_1,BBC News - TV,59
I-3000259_1,BBC Parliament - TV,1588.5
I-3000259_1,BBC1 South West,45127.6
I-3000259_1,BBC2 England,3425
I-3000259_1,CBBC - TV,6428.8
I-3000333_1,BBC News - TV,59
I-3000333_1,BBC Parliament - TV,88.5
I-3000333_1,BBC1 North West,76716
I-3000333_1,BBC2 England,33064.09090909091
I-3000333_1,BBC4 TV - TV,2378.3333333333335
I-3000413_1,BBC News - TV,418
I-3000413_1,BBC1 North West,39805.2
I-3000413_1,BBC2 England,21960.2
I-3000413_1,BBC4 TV - TV,1574.6666666666667
I-3000436_1,BBC News - TV,192.75
I-3000436_1,BBC1 South,99448.66666666667
I-3000436_1,BBC2 England,9147.111111111111
I-3000436_1,BBC4 TV - TV,2951
I-3000519_1,BBC Parliament - TV,1618
I-3000519_1,BBC1 London,113064.90909090909
I-3000519_1,BBC2 England,44074.818181818184
I-3000519_1,BBC4 TV - TV,3364.4545454545455
I-3000645_1,BBC Alba - TV,118
I-3000645_1,BBC1 London,66838.91666666667
I-3000645_1,BBC2 England,43784.25
I-3000645_1,BBC4 TV - TV,178
I-3000692_1,BBC1 North West,34965.8
I-3000692_1,BBC2 England,8837.2
I-3000692_1,BBC4 TV - TV,238
I-3000879_1,BBC News - TV,118
I-3000879_1,BBC1 South,63393.7
I-3000879_1,BBC2 England,16046.7
I-3000879_1,BBC4 TV - TV,3953.285714285714
I-3000893_1,BBC Alba - TV,3596.909090909091
I-3000893_1,BBC News - TV,5875.416666666667
I-3000893_1,BBC Parliament - TV,3446.75
I-3000893_1,BBC1 North West,64639.416666666664
I-3000893_1,BBC2 England,32803.333333333336
I-3000893_1,BBC4 TV - TV,7298
I-3000893_1,CBeebies - TV,118
I-3001000_1,BBC News - TV,1077
I-3001000_1,BBC1 South,5142.5
I-3001000_1,BBC2 England,2626.285714285714
I-3001000_1,BBC4 TV - TV,2668
I-3001000_1,CBBC - TV,1379
I-3001022_1,BBC News - TV,417
I-3001022_1,BBC1 Wales,48440
I-3001022_1,BBC2 Wales,2048.777777777778
I-3001022_1,CBBC - TV,190.2
I-3001022_1,CBeebies - TV,6568.8
I-3001199_1,BBC News - TV,35137.42857142857
I-3001199_1,BBC Parliament - TV,1439
I-3001199_1,BBC1 South West,65516
I-3001199_1,BBC2 England,32763.285714285714
I-3001199_1,BBC4 TV - TV,20285.666666666668
I-3001199_1,CBeebies - TV,59
I-3001220_1,BBC1 East of England,123451.81818181818
I-3001220_1,BBC2 England,15913.90909090909
I-3001220_1,BBC4 TV - TV,4373
I-3001220_1,CBeebies - TV,10272.57142857143
I-3001277_1,BBC News - TV,3344.6
I-3001277_1,BBC1 North East and Cumbria,28720.166666666668
I-3001277_1,BBC2 England,10248.166666666666
I-3001277_1,BBC4 TV - TV,1737.5
I-3001389_1,BBC News - TV,59
I-3001389_1,BBC1 Midlands West,31148.8
I-3001389_1,BBC2 England,16250.6
I-3001389_1,BBC4 TV - TV,778
I-3001395_1,BBC1 East of England,21527.5
I-3001395_1,BBC2 England,5097
I-3001463_1,BBC News - TV,1749.6
I-3001463_1,BBC Parliament - TV,118
I-3001463_1,BBC1 Ulster,28471.083333333332
I-3001463_1,BBC2 Northern Ireland,12584.416666666666
I-3001463_1,BBC4 TV - TV,1503.875
I-3001463_1,CBBC - TV,59
I-3001564_1,BBC Alba - TV,2038.6
I-3001564_1,BBC News - TV,1127.3333333333333
I-3001564_1,BBC Parliament - TV,418.5
I-3001564_1,BBC1 Ulster,27961.583333333332
I-3001564_1,BBC2 Northern Ireland,7951.75
I-3001564_1,BBC4 TV - TV,357
I-3001668_1,BBC Alba - TV,577.5555555555555
I-3001668_1,BBC News - TV,142.4
I-3001668_1,BBC Parliament - TV,78.66666666666667
I-3001668_1,BBC1 Scotland,116252.8
I-3001668_1,BBC2 Scotland,8883.5
I-3001668_1,BBC4 TV - TV,1239.5714285714287
I-3001724_1,BBC1 Yorkshire and Lincolnshire,57903.916666666664
I-3001724_1,BBC2 England,3302.3
I-3001724_1,BBC4 TV - TV,59
I-3001735_1,BBC News - TV,238.5
I-3001735_1,BBC1 Midlands West,26880.5
I-3001735_1,BBC2 England,2516.8
I-3001735_1,BBC4 TV - TV,59
I-3001808_1,BBC News - TV,938.6666666666666
I-3001808_1,BBC Parliament - TV,1602.25
I-3001808_1,BBC1 Yorkshire and Lincolnshire,68682.08333333333
I-3001808_1,BBC2 England,30357.75
I-3001808_1,BBC4 TV - TV,11033.333333333334
I-3001856_1,BBC1 Yorkshire and Lincolnshire,42546.6
I-3001856_1,BBC2 England,5499.25
I-3001856_1,BBC4 TV - TV,3271.6666666666665
I-3001929_1,BBC1 Wales,10024.666666666666
I-3001929_1,BBC2 Wales,2895.3636363636365
I-3001929_1,BBC4 TV - TV,2938.4
I-3001929_1,CBBC - TV,3656
I-3001945_1,BBC Alba - TV,59
I-3001945_1,BBC1 Scotland,11149.777777777777
I-3001945_1,BBC2 Scotland,8955
I-3001945_1,BBC4 TV - TV,2036.6666666666667
I-3001945_1,CBBC - TV,59
I-3001982_1,BBC Alba - TV,229.71428571428572
I-3001982_1,BBC News - TV,1107.5
I-3001982_1,BBC Parliament - TV,238
I-3001982_1,BBC1 South East,59588.083333333336
I-3001982_1,BBC2 England,17509.25
I-3001982_1,BBC4 TV - TV,2327.5
I-3001982_1,CBeebies - TV,1199
I-3002025_1,BBC News - TV,13075.416666666666
I-3002025_1,BBC1 East of England,96357.41666666667
I-3002025_1,BBC2 England,11989.916666666666
I-3002025_1,BBC4 TV - TV,59
I-3002098_1,BBC News - TV,1606.6
I-3002098_1,BBC1 London,34006.166666666664
I-3002098_1,BBC2 England,53144.833333333336
I-3002098_1,BBC4 TV - TV,3840.8333333333335
I-3002221_1,BBC1 South,30295
I-3002221_1,BBC2 England,8778.09090909091
I-3002221_1,CBeebies - TV,1588
I-3002259_1,BBC News - TV,779
I-3002259_1,BBC1 North West,8736.583333333334
I-3002259_1,BBC2 England,801.8
I-3002259_1,BBC4 TV - TV,3416
I-3002259_1,CBBC - TV,1617
I-3002269_1,BBC News - TV,498.1111111111111
I-3002269_1,BBC1 East of England,100045.54545454546
I-3002269_1,BBC2 England,5114.444444444444
I-3002269_1,BBC4 TV - TV,4217
I-3002298_1,BBC1 South East,28218.444444444445
I-3002298_1,BBC2 England,3297.5
I-3002333_1,BBC News - TV,2816.6
I-3002333_1,BBC Parliament - TV,59
I-3002333_1,BBC1 Wales,89526.2
I-3002333_1,BBC2 Wales,38235.4
I-3002333_1,BBC4 TV - TV,1722
I-3002353_1,BBC News - TV,359
I-3002353_1,BBC1 Midlands East,131564.75
I-3002353_1,BBC2 England,18724.666666666668
I-3002353_1,CBBC - TV,3467.1666666666665
I-3002419_1,BBC Alba - TV,238
I-3002419_1,BBC News - TV,5827.428571428572
I-3002419_1,BBC Parliament - TV,1161.6
I-3002419_1,BBC1 South,136705.14285714287
I-3002419_1,BBC2 England,24479.428571428572
I-3002419_1,BBC4 TV - TV,2293
I-3002458_1,BBC News - TV,11701.416666666666
I-3002458_1,BBC Parliament - TV,3877.4444444444443
I-3002458_1,BBC1 South West,10456.363636363636
I-3002458_1,BBC2 England,19055.5
I-3002458_1,BBC4 TV - TV,4088.8
I-3002458_1,CBeebies - TV,58
I-3002531_1,BBC1 Midlands East,77927.42857142857
I-3002531_1,BBC2 England,16931.85714285714
I-3002531_1,BBC4 TV - TV,2536.3333333333335
I-3002598_1,BBC Alba - TV,118
I-3002598_1,BBC News - TV,209
I-3002598_1,BBC1 Yorkshire and Lincolnshire,9446.727272727272
I-3002598_1,BBC2 England,7253
I-3002598_1,BBC4 TV - TV,59
I-3002633_1,BBC1 Wales,27105.88888888889
I-3002633_1,BBC2 Wales,5658.666666666667
I-3002633_1,BBC4 TV - TV,6843.25
I-3002633_1,CBBC - TV,9676.666666666666
I-3002690_1,BBC1 South,17656
I-3002690_1,BBC2 England,10537.833333333334
I-3002690_1,BBC4 TV - TV,6005.363636363636
I-3002690_1,CBeebies - TV,59
I-3002742_1,BBC1 Yorkshire and Lincolnshire,53968.72727272727
I-3002742_1,BBC2 England,12439.09090909091
I-3002742_1,BBC4 TV - TV,223.75
I-3002748_1,BBC1 Midlands West,21775.666666666668
I-3002748_1,BBC2 England,3068
I-3002752_1,BBC News - TV,14177.7
I-3002752_1,BBC Parliament - TV,418
I-3002752_1,BBC1 Midlands East,21890.4
I-3002752_1,BBC2 England,5399.8
I-3002752_1,BBC4 TV - TV,1425
I-3002855_1,BBC News - TV,297.6666666666667
I-3002855_1,BBC Parliament - TV,238
I-3002855_1,BBC1 Midlands East,558.125
I-3002855_1,BBC2 England,217.33333333333334
I-3002855_1,BBC4 TV - TV,3658
I-3002855_1,CBeebies - TV,4139
I-3002881_1,BBC News - TV,59
I-3002881_1,BBC1 South West,42781.583333333336
I-3002881_1,BBC2 England,18801.916666666668
I-3002881_1,BBC4 TV - TV,3873.5
I-3002886_1,BBC1 North West,18654.875
I-3002886_1,BBC2 England,5697.75
I-3002953_1,BBC News - TV,4960
I-3002953_1,BBC Parliament - TV,1199
I-3002953_1,BBC1 North East and Cumbria,81727
I-3002953_1,BBC2 England,16593
I-3002953_1,BBC4 TV - TV,5578.5
I-3003189_1,BBC1 Scotland,36367.75
I-3003189_1,BBC2 Scotland,7561.363636363636
I-3003189_1,BBC4 TV - TV,1318.3333333333333
I-3003339_1,BBC News - TV,13493
I-3003339_1,BBC1 North West,25854
I-3003414_1,BBC News - TV,5456
I-3003414_1,BBC1 Scotland,58329.25
I-3003414_1,BBC2 Scotland,4051.4285714285716
I-3003414_1,BBC4 TV - TV,118
I-3003428_1,BBC1 North East and Cumbria,54304.545454545456
I-3003428_1,BBC2 England,5615.727272727273
I-3003428_1,BBC4 TV - TV,3237.1666666666665
I-3003485_1,BBC1 Midlands East,5942.125
I-3003485_1,BBC2 England,11854.875
I-3003485_1,BBC4 TV - TV,4457.5
I-3003531_1,BBC Alba - TV,2733.4
I-3003531_1,BBC News - TV,1708.3333333333333
I-3003531_1,BBC1 South West,76031.18181818182
I-3003531_1,BBC2 England,2672.1
I-3003594_1,BBC News - TV,416
I-3003594_1,BBC1 Midlands West,45195.333333333336
I-3003594_1,BBC2 England,25441.583333333332
I-3003594_1,BBC4 TV - TV,6848.5
I-3003594_1,CBeebies - TV,658
I-3003597_1,BBC News - TV,1354.6
I-3003597_1,BBC Parliament - TV,59
I-3003597_1,BBC1 North East and Cumbria,9380.333333333334
I-3003597_1,BBC2 England,3976.6666666666665
I-3003597_1,BBC4 TV - TV,1788.9166666666667
I-3003597_1,CBeebies - TV,58
I-3003605_1,BBC News - TV,118
I-3003605_1,BBC1 North West,64762.916666666664
I-3003605_1,BBC2 England,35398.333333333336
I-3003605_1,BBC4 TV - TV,7153.8
I-3003640_1,BBC1 North East and Cumbria,116243.7
I-3003640_1,BBC2 England,418.25
I-3003709_1,BBC Alba - TV,2025.6
I-3003709_1,BBC News - TV,177
I-3003709_1,BBC1 South,55126
I-3003709_1,BBC2 England,3598
I-3003711_1,BBC News - TV,118
I-3003711_1,BBC1 East of England,8929.5
I-3003711_1,BBC2 England,2863.4545454545455
I-3003711_1,BBC4 TV - TV,457.1666666666667
I-3003711_1,CBBC - TV,1027.6666666666667
I-3003711_1,CBeebies - TV,4758.090909090909
I-3003857_1,BBC Alba - TV,178
I-3003857_1,BBC News - TV,931.8571428571429
I-3003857_1,BBC Parliament - TV,359
I-3003857_1,BBC1 Yorkshire and Lincolnshire,57795.583333333336
I-3003857_1,BBC2 England,16844.5
I-3003857_1,BBC4 TV - TV,2248.5833333333335
I-3003859_1,BBC News - TV,1691.1818181818182
I-3003859_1,BBC Parliament - TV,208
I-3003859_1,BBC1 North West,5392.727272727273
I-3003859_1,BBC2 England,3549.222222222222
I-3003859_1,BBC4 TV - TV,1354.4
I-3003862_1,BBC News - TV,4211.5
I-3003862_1,BBC1 North West,81718.16666666667
I-3003862_1,BBC2 England,16960.166666666668
I-3003862_1,BBC4 TV - TV,2994.5
I-3003884_1,BBC News - TV,59
I-3003884_1,BBC1 Midlands East,51176.57142857143
I-3003884_1,BBC2 England,21528.14285714286
I-3003884_1,BBC4 TV - TV,5265.571428571428
