INDIVIDUAL_ID,STREAM_LABEL,AVG_DURATION_SEC
I-5002559_1,BBC1 Ulster,17779.333333333332
I-5002559_1,BBC2 Northern Ireland,1123.8
I-5002659_1,BBC News - TV,59
I-5002659_1,BBC1 West,14249.8
I-5002659_1,BBC2 England,6641.9
I-5002659_1,BBC4 TV - TV,237.66666666666666
I-5002752_1,BBC News - TV,2540.6666666666665
I-5002752_1,BBC Parliament - TV,118
I-5002752_1,BBC1 North East and Cumbria,19781.363636363636
I-5002752_1,BBC2 England,1207.3333333333333
I-5002752_1,BBC4 TV - TV,643.5
I-5002752_1,CBBC - TV,10733
I-5002758_1,BBC1 North East and Cumbria,20032.416666666668
I-5002758_1,BBC2 England,6694.833333333333
I-5002776_1,BBC1 East of England,118.5
I-5002814_1,BBC News - TV,2200
I-5002814_1,BBC1 North East and Cumbria,22013.9
I-5002814_1,BBC2 England,11050.6
I-5002814_1,BBC4 TV - TV,1337.6666666666667
I-5002814_1,CBBC - TV,299
I-5002814_1,CBeebies - TV,5595.666666666667
I-5002831_1,BBC News - TV,23937.85714285714
I-5002831_1,BBC Parliament - TV,4137
I-5002831_1,BBC1 London,32247.85714285714
I-5002831_1,BBC2 England,5077.571428571428
I-5002831_1,BBC4 TV - TV,3478
I-5002843_1,BBC1 London,58
I-5002843_1,BBC4 TV - TV,770
I-5002843_1,CBeebies - TV,238.5
I-5002886_1,BBC1 London,178
I-5002886_1,CBBC - TV,118
I-5002886_1,CBeebies - TV,734.3333333333334
I-5002909_1,BBC News - TV,679
I-5002909_1,BBC Parliament - TV,476
I-5002909_1,BBC1 Midlands West,46431.818181818184
I-5002909_1,BBC2 England,6009.454545454545
I-5002909_1,BBC4 TV - TV,6303
I-5002909_1,CBeebies - TV,2130.6666666666665
I-5002917_1,BBC1 Midlands West,2855
I-5002917_1,BBC2 England,521.25
I-5002917_1,BBC4 TV - TV,5301
I-5003087_1,BBC News - TV,3903.5
I-5003087_1,BBC1 Midlands West,9875.6
I-5003087_1,BBC2 England,2005.75
I-5003137_1,BBC News - TV,2356.3333333333335
I-5003137_1,BBC1 Midlands East,35013.454545454544
I-5003137_1,BBC2 England,15464.181818181818
I-5003137_1,BBC4 TV - TV,2990.3333333333335
I-5003137_1,CBeebies - TV,1796
I-5003139_1,BBC News - TV,178
I-5003139_1,BBC1 Wales,16869
I-5003139_1,BBC2 Wales,5483.5
I-5003139_1,BBC4 TV - TV,808.5
I-5003150_1,BBC News - TV,479
I-5003150_1,BBC1 Scotland,1290.111111111111
I-5003150_1,BBC2 Scotland,358.5
I-5003150_1,BBC4 TV - TV,638
I-5003150_1,CBBC - TV,59
I-5003155_1,BBC1 South East,31370.5
I-5003155_1,BBC2 England,10617
I-5003155_1,CBeebies - TV,8073.5
I-5003163_1,BBC News - TV,2278
I-5003163_1,BBC1 North West,57196.166666666664
I-5003163_1,BBC2 England,5677.833333333333
I-5003163_1,BBC4 TV - TV,3351
I-5003163_1,CBeebies - TV,678
I-5003183_1,BBC News - TV,1558.5
I-5003183_1,BBC1 Midlands West,30602.833333333332
I-5003183_1,BBC2 England,2899.4
I-5003194_1,BBC1 Yorkshire and Lincolnshire,14622.6
I-5003194_1,BBC2 England,5155
I-5003237_1,BBC Alba - TV,59
I-5003237_1,BBC News - TV,9042
I-5003237_1,BBC Parliament - TV,268.5
I-5003237_1,BBC1 North East and Cumbria,25870.555555555555
I-5003237_1,BBC2 England,1463.5555555555557
I-5003237_1,BBC4 TV - TV,2328.125
I-5003238_1,BBC1 London,1894
I-5003238_1,BBC2 England,1297.6666666666667
I-5003240_1,BBC News - TV,3119
I-5003240_1,BBC1 East of England,8242.333333333334
I-5003240_1,BBC2 England,1757.3333333333333
I-5003240_1,BBC4 TV - TV,59
I-5003241_1,BBC News - TV,5127
I-5003241_1,BBC1 North West,46745.444444444445
I-5003241_1,BBC2 England,7253.222222222223
I-5003241_1,BBC4 TV - TV,2538.3333333333335
I-5003241_1,CBBC - TV,118
I-5003241_1,CBeebies - TV,178.5
I-5003282_1,BBC News - TV,118
I-5003282_1,BBC1 Midlands East,2096.5
I-5003282_1,BBC2 England,7255.625
I-5003282_1,BBC4 TV - TV,2217.5
I-5003300_1,BBC1 Midlands West,5296
I-5003300_1,BBC2 England,2666.75
I-5003300_1,BBC4 TV - TV,1358
I-5003315_1,BBC1 North West,4390.272727272727
I-5003315_1,BBC2 England,561.6
I-5003315_1,BBC4 TV - TV,336
I-5003315_1,CBBC - TV,3534.4285714285716
I-5003384_1,BBC1 Midlands West,8092.833333333333
I-5003384_1,BBC2 England,1965
I-5003384_1,CBBC - TV,1318
I-5003384_1,CBeebies - TV,659
I-5003388_1,BBC News - TV,2993
I-5003388_1,BBC1 West,177.66666666666666
I-5003388_1,BBC4 TV - TV,147.5
I-5003443_1,BBC1 North West,25515.909090909092
I-5003443_1,BBC2 England,3231.5
I-5003443_1,BBC4 TV - TV,325
I-5003472_1,BBC Alba - TV,1197
I-5003472_1,BBC1 Scotland,23206.8
I-5003472_1,BBC2 Scotland,5858.6
I-5003472_1,BBC4 TV - TV,4058.8571428571427
I-5003483_1,BBC1 Midlands East,19943.272727272728
I-5003483_1,BBC2 England,6011.909090909091
I-5003483_1,BBC4 TV - TV,957
I-5003491_1,BBC News - TV,2862.75
I-5003491_1,BBC1 North West,73224.91666666667
I-5003491_1,BBC2 England,7153.25
I-5003491_1,BBC4 TV - TV,267.5
I-5003491_1,CBeebies - TV,177
I-5003518_1,BBC1 London,236
I-5003562_1,BBC1 Wales,58675.833333333336
I-5003562_1,BBC2 Wales,8502.916666666666
I-5003562_1,BBC4 TV - TV,793
I-5003578_1,BBC1 Yorkshire and Lincolnshire,10139.166666666666
I-5003578_1,BBC2 England,3003
I-5003578_1,CBBC - TV,2456
I-5003634_1,BBC1 East of England,7851.888888888889
I-5003634_1,BBC2 England,3657.8571428571427
I-5003634_1,BBC4 TV - TV,4504.5
I-5003684_1,BBC News - TV,238
I-5003684_1,BBC1 West,4507.4
I-5003684_1,BBC2 England,1712.6666666666667
I-5003721_1,BBC1 Yorkshire and Lincolnshire,1367.142857142857
I-5003751_1,BBC1 Wales,36707.6
I-5003751_1,BBC2 Wales,995.6666666666666
I-5003751_1,BBC4 TV - TV,955.3333333333334
I-5003775_1,BBC1 London,20949
I-5003775_1,BBC2 England,14153.5
I-5003775_1,BBC4 TV - TV,59
I-5003832_1,BBC News - TV,358
I-5003832_1,BBC Parliament - TV,1167
I-5003832_1,BBC1 Wales,47878.25
I-5003832_1,BBC2 Wales,5165.583333333333
I-5003832_1,BBC4 TV - TV,2157
I-5003832_1,CBBC - TV,297.5
I-5003832_1,CBeebies - TV,1679
I-5003851_1,BBC1 North West,11685.916666666666
I-5003851_1,BBC2 England,1526.75
I-5003851_1,BBC4 TV - TV,558.3333333333334
I-5003962_1,BBC News - TV,59
I-5003970_1,BBC1 East of England,5460
I-5003970_1,BBC4 TV - TV,118
I-5003981_1,BBC1 Midlands West,12542.555555555555
I-5003981_1,BBC2 England,4024.6
I-5003981_1,BBC4 TV - TV,239
I-5004007_1,BBC1 Yorkshire and Lincolnshire,16793.5
I-5004007_1,BBC2 England,3080.25
I-5004007_1,CBBC - TV,118
I-5004007_1,CBeebies - TV,2563.3333333333335
I-5004084_1,BBC News - TV,238
I-5004084_1,BBC1 East of England,80994.08333333333
I-5004084_1,BBC2 England,4795.285714285715
I-5004084_1,BBC4 TV - TV,118
I-5004127_1,BBC News - TV,59
I-5004127_1,BBC Parliament - TV,838
I-5004127_1,BBC1 Midlands East,7765.666666666667
I-5004127_1,BBC2 England,3496.1666666666665
I-5004127_1,BBC4 TV - TV,2877
I-5004129_1,BBC Alba - TV,178
I-5004129_1,BBC1 Scotland,4325.75
I-5004129_1,BBC2 Scotland,1017.4
I-5004129_1,BBC4 TV - TV,118
I-5004129_1,CBeebies - TV,9840.333333333334
I-5004161_1,BBC1 Midlands West,9713.57142857143
I-5004161_1,BBC2 England,1988
I-5004161_1,CBeebies - TV,59
I-5004168_1,BBC1 North East and Cumbria,14801.75
I-5004168_1,BBC2 England,118
I-5004188_1,BBC News - TV,298
I-5004188_1,BBC1 Yorkshire and Lincolnshire,23257
I-5004188_1,BBC2 England,9114
I-5004274_1,BBC News - TV,178
I-5004274_1,BBC1 South,77725.4
I-5004274_1,BBC2 England,17486.8
I-5004274_1,BBC4 TV - TV,2277.6
I-5004299_1,BBC1 South East,5667.5
I-5004299_1,BBC2 England,599
I-5004299_1,BBC4 TV - TV,356
I-5004301_1,BBC1 Scotland,2740.5
I-5004301_1,BBC2 Scotland,417.75
I-5004331_1,BBC Alba - TV,237
I-5004331_1,BBC1 Scotland,6381.2
I-5004331_1,BBC2 Scotland,5154.285714285715
I-5004331_1,BBC4 TV - TV,1374
I-5004340_1,BBC News - TV,1167.75
I-5004340_1,BBC1 Midlands West,17952.1
I-5004340_1,BBC2 England,1196
I-5004340_1,BBC4 TV - TV,578.3333333333334
I-5004343_1,BBC1 West,1838.75
I-5004343_1,CBeebies - TV,1782.5
I-5004344_1,BBC1 South East,1436
I-5004344_1,BBC2 England,118
I-5004344_1,BBC4 TV - TV,148.5
I-5004357_1,BBC News - TV,2156
I-5004357_1,BBC1 Yorkshire and Lincolnshire,4104
I-5004357_1,BBC2 England,7979
I-5004357_1,BBC4 TV - TV,296
I-5004384_1,BBC News - TV,637.3333333333334
I-5004384_1,BBC1 London,37201.75
I-5004384_1,BBC2 England,3826.5555555555557
I-5004384_1,BBC4 TV - TV,1974
I-5004394_1,BBC1 Wales,238
I-5004394_1,BBC2 Wales,1528.5
I-5004394_1,BBC4 TV - TV,118
I-5004411_1,BBC News - TV,4195
I-5004411_1,BBC1 East of England,2047.6
I-5004411_1,BBC2 England,2128
I-5004411_1,BBC4 TV - TV,1978.6666666666667
I-5004411_1,CBeebies - TV,59
I-5004425_1,BBC1 London,4842
I-5004528_1,BBC News - TV,6316.909090909091
I-5004528_1,BBC1 Wales,34407.09090909091
I-5004528_1,BBC2 Wales,3947.818181818182
I-5004528_1,BBC4 TV - TV,278
I-5004529_1,BBC1 Scotland,2606.6666666666665
I-5004529_1,BBC2 Scotland,4315.166666666667
I-5004529_1,CBBC - TV,295
I-5004539_1,BBC1 London,5372.8
I-5004554_1,BBC1 North West,702.5
I-5004554_1,BBC2 England,598
I-5004554_1,CBBC - TV,277.6666666666667
I-5004554_1,CBeebies - TV,807.75
I-5004559_1,BBC News - TV,866.5
I-5004559_1,BBC1 Scotland,9028.7
I-5004559_1,BBC2 Scotland,3460.25
I-5004559_1,BBC4 TV - TV,3432
I-5004571_1,BBC Alba - TV,118
I-5004571_1,BBC1 Scotland,9443.375
I-5004571_1,BBC2 Scotland,7880.333333333333
I-5004597_1,BBC1 Scotland,677.6666666666666
I-5004597_1,BBC2 Scotland,839
I-5004597_1,BBC4 TV - TV,236
I-5004646_1,BBC1 Yorkshire and Lincolnshire,59
I-5004666_1,BBC1 Scotland,19407
I-5004666_1,BBC2 Scotland,59
I-5004713_1,BBC News - TV,269
I-5004713_1,BBC Parliament - TV,148.5
I-5004713_1,BBC1 Scotland,46848.72727272727
I-5004713_1,BBC2 Scotland,5809.454545454545
I-5004713_1,BBC4 TV - TV,1158.3333333333333
I-5004722_1,BBC Alba - TV,1377
I-5004722_1,BBC1 Scotland,16002.2
I-5004722_1,BBC2 Scotland,5857.3
I-5004722_1,CBBC - TV,1004.8
I-5004722_1,CBeebies - TV,148.5
I-5004749_1,BBC News - TV,1848.9
I-5004749_1,BBC Parliament - TV,267.5
I-5004749_1,BBC1 London,2200.6666666666665
I-5004749_1,BBC2 England,1090
I-5004749_1,BBC4 TV - TV,118
I-5004774_1,BBC Alba - TV,3363.0833333333335
I-5004774_1,BBC1 Scotland,10220.333333333334
I-5004774_1,BBC2 Scotland,4399.75
I-5004774_1,BBC4 TV - TV,985.5
I-5004781_1,BBC1 Yorkshire and Lincolnshire,7333.909090909091
I-5004781_1,BBC2 England,4528.636363636364
I-5004781_1,CBeebies - TV,2688.1111111111113
I-5004809_1,BBC Alba - TV,59
I-5004809_1,BBC1 Scotland,47478.625
I-5004809_1,BBC2 Scotland,6224.857142857143
I-5004809_1,BBC4 TV - TV,4195.25
I-5004878_1,BBC News - TV,317.6666666666667
I-5004878_1,BBC1 London,10990.333333333334
I-5004878_1,BBC2 England,3140.1111111111113
I-5004878_1,BBC4 TV - TV,148
I-5004878_1,CBBC - TV,59
I-5004889_1,BBC News - TV,2273.1111111111113
I-5004889_1,BBC1 Yorkshire and Lincolnshire,9481.2
I-5004889_1,BBC2 England,4299.625
I-5004891_1,BBC1 London,13347.6
I-5004891_1,BBC2 England,8908.1
I-5004891_1,BBC4 TV - TV,358
I-5004895_1,BBC News - TV,688.5
I-5004895_1,BBC1 London,4708
I-5004895_1,BBC2 England,3464.909090909091
I-5004895_1,BBC4 TV - TV,1623.7142857142858
I-5004895_1,CBBC - TV,2276
I-5004895_1,CBeebies - TV,9789.416666666666
I-5004915_1,BBC1 Wales,9823.583333333334
I-5004915_1,BBC2 Wales,3914.2
I-5004915_1,BBC4 TV - TV,398.6666666666667
I-5004916_1,BBC News - TV,359
I-5004916_1,BBC1 Scotland,2431.6
I-5004916_1,BBC2 Scotland,358
I-5004916_1,BBC4 TV - TV,3419
I-5004934_1,BBC News - TV,10669
I-5004934_1,BBC1 North West,22183
I-5004934_1,BBC2 England,31359
I-5004934_1,BBC4 TV - TV,4557
I-5004941_1,BBC1 Scotland,2881.777777777778
I-5004941_1,BBC2 Scotland,2002.5555555555557
I-5004941_1,BBC4 TV - TV,59
I-5004953_1,BBC1 London,1933.4
I-5004953_1,BBC2 England,118
I-5004953_1,BBC4 TV - TV,59
I-5004974_1,BBC News - TV,59
I-5004974_1,BBC1 Scotland,30155.333333333332
I-5004974_1,BBC2 Scotland,1409
I-5004974_1,CBeebies - TV,118
I-5004992_1,BBC1 South West,4769
I-5004992_1,BBC2 England,59
I-5004992_1,CBeebies - TV,4433
I-5005027_1,BBC1 Wales,1677
I-5005028_1,BBC News - TV,1134
I-5005028_1,BBC1 Midlands East,12451.9
I-5005028_1,BBC2 England,4817.666666666667
I-5005028_1,BBC4 TV - TV,178
I-5005154_1,BBC News - TV,1658.3333333333333
I-5005154_1,BBC Parliament - TV,719
I-5005154_1,BBC1 North West,13159.9
I-5005154_1,BBC2 England,2831.25
I-5005154_1,BBC4 TV - TV,3388
I-5005265_1,BBC News - TV,238
I-5005265_1,BBC1 Yorkshire and Lincolnshire,12434.2
I-5005265_1,BBC2 England,3173
I-5005265_1,BBC4 TV - TV,4268
I-5005282_1,BBC1 North West,20574.875
I-5005282_1,BBC2 England,2966.3333333333335
I-5005282_1,BBC4 TV - TV,3912.3333333333335
I-5005282_1,CBeebies - TV,3779
I-5005304_1,BBC News - TV,3336.1
I-5005304_1,BBC1 Midlands West,59121.63636363636
I-5005304_1,BBC2 England,4321.1
I-5005304_1,BBC4 TV - TV,3118
I-5005304_1,CBBC - TV,1257.5
I-5005304_1,CBeebies - TV,7394.909090909091
I-5005318_1,BBC1 Scotland,16404.083333333332
I-5005318_1,BBC2 Scotland,4476.4
I-5005318_1,BBC4 TV - TV,6031.375
I-5005343_1,BBC1 North East and Cumbria,38138
I-5005343_1,BBC2 England,20551.363636363636
I-5005343_1,BBC4 TV - TV,2507.5
I-5005404_1,BBC Alba - TV,118
I-5005404_1,BBC1 Midlands West,1700.4
I-5005404_1,BBC2 England,957.3333333333334
I-5005409_1,BBC News - TV,539
I-5005409_1,BBC1 South,4344.5
I-5005409_1,BBC2 England,4663
I-5005409_1,BBC4 TV - TV,3880
I-5005432_1,BBC1 Yorkshire and Lincolnshire,3475
I-5005432_1,BBC2 England,2754
I-5005432_1,CBeebies - TV,6355
I-5005435_1,BBC1 Yorkshire and Lincolnshire,4545.285714285715
I-5005435_1,BBC2 England,9345
I-5005435_1,BBC4 TV - TV,9576.5
I-5005437_1,BBC1 London,118
I-5005439_1,BBC1 London,20115.666666666668
I-5005439_1,BBC2 England,4834.333333333333
I-5005439_1,BBC4 TV - TV,1379
I-5005445_1,BBC1 Scotland,718
I-5005449_1,BBC1 London,5286.666666666667
I-5005449_1,BBC2 England,2533.5714285714284
I-5005449_1,BBC4 TV - TV,1409
I-5005470_1,BBC News - TV,698
I-5005470_1,BBC Parliament - TV,578
I-5005470_1,BBC1 Yorkshire and Lincolnshire,38390.416666666664
I-5005470_1,BBC2 England,9916.416666666666
I-5005470_1,BBC4 TV - TV,2325.375
I-5005497_1,BBC1 Midlands West,3002.8571428571427
I-5005497_1,BBC2 England,4351.777777777777
I-5005497_1,CBBC - TV,299
I-5005497_1,CBeebies - TV,7377.333333333333
I-5005512_1,BBC Alba - TV,59
I-5005512_1,BBC News - TV,439
I-5005512_1,BBC1 North East and Cumbria,2333.375
I-5005512_1,BBC2 England,6555.25
I-5005512_1,BBC4 TV - TV,2537
I-5005512_1,CBBC - TV,1424.8
I-5005512_1,CBeebies - TV,12102.5
I-5005516_1,BBC News - TV,599
I-5005516_1,BBC1 Yorkshire and Lincolnshire,26687.81818181818
I-5005516_1,BBC2 England,10666.545454545454
I-5005516_1,BBC4 TV - TV,9387.5
I-5005519_1,BBC News - TV,1319
I-5005519_1,BBC1 London,1364
I-5005519_1,BBC2 England,2817.5
I-5005563_1,BBC News - TV,3152.3333333333335
I-5005563_1,BBC Parliament - TV,297.5
I-5005563_1,BBC1 London,20886.333333333332
I-5005563_1,BBC2 England,4019.222222222222
I-5005563_1,BBC4 TV - TV,1941
I-5005569_1,BBC1 North West,19113.333333333332
I-5005569_1,BBC2 England,10078.2
I-5005569_1,BBC4 TV - TV,2535
I-5005597_1,BBC News - TV,1256
I-5005597_1,BBC1 North West,3391.6666666666665
I-5005597_1,CBeebies - TV,4481
I-5005745_1,BBC1 North West,6601
I-5005745_1,BBC2 England,3027
I-5005745_1,BBC4 TV - TV,713
I-5005745_1,CBeebies - TV,537
I-5005760_1,BBC1 London,3257.1666666666665
I-5005760_1,BBC2 England,268
I-5005760_1,BBC4 TV - TV,295
I-5005760_1,CBBC - TV,1319
I-5005760_1,CBeebies - TV,10400.181818181818
I-5005821_1,BBC1 East of England,118
I-5005821_1,BBC4 TV - TV,236
I-5005895_1,BBC News - TV,358.5
I-5005895_1,BBC Parliament - TV,59
I-5005895_1,BBC1 Yorkshire and Lincolnshire,8866.6
I-5005895_1,BBC2 England,10225.125
I-5005895_1,BBC4 TV - TV,358.5
I-5005928_1,BBC News - TV,3500.5
I-5005928_1,BBC Parliament - TV,419
I-5005928_1,BBC1 South,4560.583333333333
I-5005928_1,BBC2 England,4160.25
I-5005928_1,BBC4 TV - TV,118
I-5005938_1,BBC Alba - TV,688
I-5005938_1,BBC News - TV,599
I-5005938_1,BBC1 Scotland,4242.222222222223
I-5005938_1,BBC2 Scotland,958.6666666666666
I-5005938_1,BBC4 TV - TV,59
I-5005940_1,BBC1 Midlands East,10752.333333333334
I-5005940_1,BBC2 England,5457
I-5005940_1,BBC4 TV - TV,59
I-5005940_1,CBBC - TV,2096
I-5005940_1,CBeebies - TV,447
I-5005963_1,BBC News - TV,178
I-5005963_1,BBC1 Scotland,4407.25
I-5005963_1,BBC2 Scotland,1565
I-5005963_1,BBC4 TV - TV,1775.6666666666667
I-5005971_1,BBC1 South,7493.5
I-5005971_1,BBC2 England,3622.5714285714284
I-5005971_1,BBC4 TV - TV,719
I-5005971_1,CBBC - TV,2755
I-5005971_1,CBeebies - TV,7132
I-5005980_1,BBC News - TV,59
I-5005980_1,BBC1 South,73563
I-5005980_1,BBC2 England,7742.9
I-5005980_1,BBC4 TV - TV,1797
I-5005984_1,BBC1 London,17784.8
I-5005984_1,BBC2 England,13462
I-5005984_1,BBC4 TV - TV,1952.4
I-5006014_1,BBC1 Midlands East,136892.33333333334
I-5006014_1,BBC2 England,3956
I-5006020_1,BBC1 Midlands East,2262.5
I-5006020_1,BBC2 England,597
I-5006020_1,BBC4 TV - TV,597
I-5006020_1,CBeebies - TV,118.5
I-5006031_1,BBC1 West,1973
I-5006031_1,BBC2 England,3387.5
I-5006090_1,BBC1 London,59
I-5006090_1,BBC2 England,177
I-5006097_1,BBC News - TV,478.5
I-5006097_1,BBC1 Yorkshire and Lincolnshire,1938.4285714285713
I-5006097_1,BBC2 England,668.1666666666666
I-5006097_1,CBeebies - TV,118
I-5006134_1,BBC News - TV,1319
I-5006134_1,BBC1 South West,12248.1
I-5006134_1,BBC2 England,1146
I-5006134_1,BBC4 TV - TV,1859
I-5006134_1,CBeebies - TV,1682.8
I-5006171_1,BBC1 North East and Cumbria,30192.272727272728
I-5006171_1,BBC2 England,9587.454545454546
I-5006171_1,BBC4 TV - TV,4534
I-5006189_1,BBC News - TV,567.5
I-5006189_1,BBC1 South,10859.90909090909
I-5006189_1,BBC2 England,2627.714285714286
I-5006189_1,BBC4 TV - TV,387.5
I-5006189_1,CBBC - TV,328.5
I-5006217_1,BBC News - TV,850
I-5006217_1,BBC Parliament - TV,59
I-5006217_1,BBC1 London,357.25
I-5006217_1,BBC2 England,1918
I-5006217_1,CBeebies - TV,2397
I-5006219_1,BBC1 Wales,7191
I-5006219_1,BBC2 Wales,2608.5
I-5006219_1,BBC4 TV - TV,2098
I-5006238_1,BBC1 London,418
I-5006238_1,CBeebies - TV,6469
I-5006279_1,BBC News - TV,118
I-5006279_1,BBC1 North East and Cumbria,35134.77777777778
I-5006279_1,BBC2 England,1078.3333333333333
I-5006279_1,BBC4 TV - TV,8519
I-5006301_1,BBC1 North West,6715.75
I-5006301_1,BBC2 England,1196
I-5006302_1,BBC News - TV,296
I-5006302_1,BBC1 West,4135
I-5006305_1,BBC1 Yorkshire and Lincolnshire,2686
I-5006348_1,BBC1 North West,3436.875
I-5006348_1,BBC2 England,1167.75
I-5006348_1,BBC4 TV - TV,295
I-5006348_1,CBeebies - TV,8487.1
I-5006364_1,BBC1 North West,1331.75
I-5006364_1,BBC2 England,299
I-5006381_1,BBC1 North West,4008.5
I-5006381_1,BBC2 England,2095.75
I-5006382_1,BBC News - TV,6177
I-5006382_1,BBC1 Scotland,418
I-5006382_1,BBC2 Scotland,858.3333333333334
I-5006386_1,BBC1 North West,59
I-5006386_1,BBC2 England,3118
I-5006386_1,BBC4 TV - TV,3656.5
I-5006420_1,BBC Alba - TV,1011.2727272727273
I-5006420_1,BBC1 Midlands West,27275.083333333332
I-5006420_1,BBC2 England,6336
I-5006420_1,BBC4 TV - TV,2099
I-5006420_1,CBeebies - TV,535
I-5006439_1,BBC1 South East,5785.9
I-5006439_1,BBC2 England,5715.714285714285
I-5006439_1,BBC4 TV - TV,1975
I-5006439_1,CBeebies - TV,2742
I-5006479_1,BBC1 London,16743
I-5006479_1,BBC2 England,763
I-5006494_1,BBC1 Ulster,1407
I-5006511_1,BBC1 North West,118
I-5006512_1,BBC1 North West,1313.3333333333333
I-5006536_1,BBC1 London,2986.222222222222
I-5006536_1,BBC2 England,1153.5714285714287
I-5006536_1,BBC4 TV - TV,59
I-5006557_1,BBC1 Midlands West,2265.1666666666665
I-5006557_1,BBC2 England,858
I-5006557_1,BBC4 TV - TV,418.5
I-5006557_1,CBBC - TV,3757.3333333333335
I-5006578_1,BBC News - TV,479
I-5006578_1,BBC1 Ulster,2668.5
I-5006578_1,BBC2 Northern Ireland,118
I-5006591_1,BBC News - TV,358.5
I-5006591_1,BBC Parliament - TV,5816
I-5006591_1,BBC1 West,17599.909090909092
I-5006591_1,BBC2 England,11807
I-5006591_1,BBC4 TV - TV,438.6666666666667
I-5006595_1,BBC News - TV,371.1111111111111
I-5006595_1,BBC1 Ulster,1130.909090909091
I-5006595_1,BBC2 Northern Ireland,1407.25
I-5006611_1,BBC News - TV,2185
I-5006611_1,BBC1 South,11633.583333333334
I-5006611_1,BBC2 England,2294.8
I-5006611_1,BBC4 TV - TV,1377
I-5006626_1,BBC1 London,4449.5
I-5006626_1,BBC2 England,2530.5
I-5006626_1,BBC4 TV - TV,1277
I-5006656_1,BBC News - TV,1555.6666666666667
I-5006656_1,BBC1 West,4963.2
I-5006656_1,BBC2 England,538.6666666666666
I-5006656_1,CBeebies - TV,1678.2222222222222
I-5006667_1,BBC News - TV,3037.8
I-5006667_1,BBC Parliament - TV,327
I-5006667_1,BBC1 South,7571.545454545455
I-5006667_1,BBC2 England,3673.6666666666665
I-5006667_1,CBeebies - TV,738.6666666666666
I-5006689_1,BBC News - TV,749
I-5006689_1,BBC Parliament - TV,2096
I-5006689_1,BBC1 London,12268.142857142857
I-5006689_1,BBC2 England,5302.285714285715
I-5006736_1,BBC1 North West,56460
I-5006736_1,BBC2 England,22382.5
I-5006736_1,BBC4 TV - TV,318.3333333333333
I-5006746_1,BBC1 Midlands East,1485.7142857142858
I-5006746_1,BBC2 England,59
I-5006746_1,CBeebies - TV,2308
I-5006765_1,BBC1 Yorkshire and Lincolnshire,4646.4
I-5006765_1,BBC2 England,2872.3333333333335
I-5006765_1,BBC4 TV - TV,59
I-5006808_1,BBC News - TV,659
I-5006808_1,BBC1 Midlands West,11400
I-5006808_1,BBC2 England,837.6666666666666
I-5006808_1,BBC4 TV - TV,178
I-5006809_1,BBC Alba - TV,818.3333333333334
I-5006809_1,BBC News - TV,597
I-5006809_1,BBC1 Yorkshire and Lincolnshire,3345.875
I-5006809_1,BBC2 England,59
I-5006809_1,BBC4 TV - TV,59
I-5006814_1,BBC News - TV,298.5
I-5006814_1,BBC1 London,102889.58333333333
I-5006814_1,BBC2 England,3071.125
I-5006861_1,BBC News - TV,1318
I-5006861_1,BBC1 London,2153.3
I-5006861_1,BBC2 England,610.7777777777778
I-5006861_1,CBBC - TV,477
I-5006882_1,BBC1 East of England,1883.2857142857142
I-5006882_1,BBC2 England,5657
I-5006882_1,BBC4 TV - TV,3245.1428571428573
I-5006892_1,BBC1 North East and Cumbria,24450.666666666668
I-5006892_1,BBC2 England,15977
I-5006892_1,BBC4 TV - TV,1228.5
I-5006896_1,BBC1 London,355
I-5006896_1,BBC2 England,599
I-5006896_1,BBC4 TV - TV,58
I-5006917_1,BBC Alba - TV,16175.222222222223
I-5006917_1,BBC News - TV,4568.444444444444
I-5006917_1,BBC Parliament - TV,2593
I-5006917_1,BBC1 West,72983.90909090909
I-5006917_1,BBC2 England,17628.090909090908
I-5006917_1,BBC4 TV - TV,4137.777777777777
I-5007008_1,BBC News - TV,267.5
I-5007008_1,BBC1 Midlands West,7210.25
I-5007008_1,BBC2 England,1420.25
I-5007008_1,BBC4 TV - TV,684.5
I-5007062_1,BBC1 Wales,9059.666666666666
I-5007062_1,BBC2 Wales,2696.6666666666665
I-5007062_1,CBBC - TV,3231
I-5007092_1,BBC Parliament - TV,1199
I-5007092_1,BBC1 East of England,17296
I-5007092_1,BBC2 England,8658.222222222223
I-5007127_1,BBC Parliament - TV,3417
I-5007127_1,BBC1 Wales,3356.6666666666665
I-5007127_1,BBC2 Wales,2156.4
I-5007187_1,BBC Alba - TV,59
I-5007187_1,BBC News - TV,11459.25
I-5007187_1,BBC Parliament - TV,518.6666666666666
I-5007187_1,BBC1 South East,32960.9
I-5007187_1,BBC2 England,3244.5
I-5007225_1,BBC News - TV,898
I-5007225_1,BBC Parliament - TV,1378.5
I-5007225_1,BBC1 Scotland,13769.9
I-5007225_1,BBC2 Scotland,2623.75
I-5007225_1,BBC4 TV - TV,88.5
I-5007265_1,BBC1 Scotland,1510.7142857142858
I-5007265_1,BBC2 Scotland,1907
I-5007265_1,BBC4 TV - TV,148
I-5007301_1,BBC1 North West,13534.75
I-5007301_1,BBC2 England,2124.875
I-5007301_1,BBC4 TV - TV,59
I-5007301_1,CBBC - TV,837.5
I-5007301_1,CBeebies - TV,44507.75
I-5007333_1,BBC News - TV,59
I-5007333_1,BBC1 Scotland,53862.5
