INDIVIDUAl_ID,WEEK,STREAM_LABEL,SUM_DURATION_SEC
I-1000026_1,1,BBC News - TV,3478
I-1000026_1,1,BBC1 North West,2215
I-1000026_1,1,BBC4 TV - TV,1608
I-1000026_1,2,BBC1 North West,7916
I-1000026_1,3,BBC1 North West,3344
I-1000026_1,3,BBC2 England,237
I-1000026_1,4,BBC News - TV,4307
I-1000026_1,4,BBC1 North West,1909
I-1000026_1,4,BBC4 TV - TV,419
I-1000026_1,5,BBC News - TV,2817
I-1000026_1,5,BBC1 North West,2271
I-1000026_1,5,BBC4 TV - TV,2985
I-1000026_1,6,BBC News - TV,9050
I-1000026_1,6,BBC1 North West,5398
I-1000026_1,7,BBC News - TV,2570
I-1000026_1,7,BBC1 North West,1433
I-1000026_1,7,BBC4 TV - TV,118
I-1000026_1,8,BBC1 North West,5390
I-1000026_1,10,BBC1 North West,5806
I-1000026_1,11,BBC1 North West,5217
I-1000026_1,11,BBC2 England,827
I-1000026_1,12,BBC News - TV,2399
I-1000048_1,1,BBC1 Yorkshire and Lincolnshire,34185
I-1000048_1,1,BBC2 England,7017
I-1000048_1,2,BBC1 Yorkshire and Lincolnshire,27935
I-1000048_1,3,BBC1 Yorkshire and Lincolnshire,48102
I-1000048_1,5,BBC1 Yorkshire and Lincolnshire,46176
I-1000048_1,7,BBC1 Yorkshire and Lincolnshire,27995
I-1000048_1,8,BBC1 Yorkshire and Lincolnshire,61419
I-1000048_1,9,BBC1 Yorkshire and Lincolnshire,27696
I-1000048_1,10,BBC1 Yorkshire and Lincolnshire,50602
I-1000048_1,10,BBC2 England,59
I-1000048_1,11,BBC News - TV,118
I-1000048_1,11,BBC1 Yorkshire and Lincolnshire,55829
I-1000048_1,11,BBC2 England,9415
I-1000048_1,12,BBC1 Yorkshire and Lincolnshire,35556
I-1000073_1,1,BBC1 Wales,594
I-1000073_1,1,BBC2 Wales,4733
I-1000073_1,1,BBC4 TV - TV,2874
I-1000073_1,2,BBC News - TV,59
I-1000073_1,2,BBC1 Wales,59
I-1000073_1,2,BBC4 TV - TV,59
I-1000073_1,3,BBC1 Wales,474
I-1000073_1,3,BBC2 Wales,59
I-1000073_1,3,BBC4 TV - TV,118
I-1000073_1,4,BBC1 Wales,1555
I-1000073_1,4,BBC2 Wales,178
I-1000073_1,5,BBC1 Wales,472
I-1000073_1,5,BBC2 Wales,237
I-1000073_1,6,BBC1 Wales,296
I-1000073_1,6,BBC2 Wales,236
I-1000073_1,6,BBC4 TV - TV,118
I-1000073_1,7,BBC1 Wales,297
I-1000073_1,7,BBC4 TV - TV,118
I-1000073_1,8,BBC1 Wales,5447
I-1000073_1,8,BBC2 Wales,118
I-1000073_1,9,BBC1 Wales,3054
I-1000073_1,9,BBC2 Wales,355
I-1000073_1,9,BBC4 TV - TV,5213
I-1000073_1,12,BBC1 Wales,59
I-1000073_1,12,BBC2 Wales,778
I-1000073_1,12,BBC4 TV - TV,178
I-1000074_1,1,BBC1 North West,8154
I-1000074_1,1,BBC2 England,2397
I-1000074_1,1,BBC4 TV - TV,1975
I-1000074_1,2,BBC1 North West,23019
I-1000074_1,2,BBC2 England,10426
I-1000074_1,2,BBC4 TV - TV,7312
I-1000074_1,4,BBC1 North West,1074
I-1000074_1,5,BBC1 North West,18111
I-1000074_1,5,BBC2 England,358
I-1000074_1,5,BBC4 TV - TV,2697
I-1000074_1,6,BBC1 North West,18343
I-1000074_1,6,BBC2 England,4912
I-1000074_1,6,BBC4 TV - TV,7014
I-1000074_1,7,BBC1 North West,4495
I-1000074_1,8,BBC1 North West,12656
I-1000074_1,8,BBC2 England,1138
I-1000074_1,12,BBC1 North West,1319
I-1000161_1,1,BBC News - TV,476
I-1000161_1,1,BBC1 Scotland,719
I-1000161_1,2,BBC News - TV,8560
I-1000161_1,2,BBC1 Scotland,2395
I-1000161_1,3,BBC News - TV,10125
I-1000161_1,3,BBC Parliament - TV,655
I-1000161_1,3,BBC1 Scotland,3112
I-1000161_1,3,BBC2 Scotland,1319
I-1000161_1,4,BBC News - TV,13417
I-1000161_1,4,BBC1 Scotland,7609
I-1000161_1,5,BBC News - TV,13063
I-1000161_1,5,BBC Parliament - TV,1798
I-1000161_1,5,BBC1 Scotland,11687
I-1000161_1,6,BBC Alba - TV,118
I-1000161_1,6,BBC News - TV,5689
I-1000161_1,6,BBC1 Scotland,10605
I-1000161_1,8,BBC News - TV,5571
I-1000161_1,8,BBC1 Scotland,11938
I-1000161_1,9,BBC News - TV,4013
I-1000161_1,9,BBC1 Scotland,4313
I-1000161_1,9,BBC2 Scotland,59
I-1000161_1,10,BBC News - TV,4916
I-1000161_1,10,BBC1 Scotland,16012
I-1000161_1,11,BBC News - TV,898
I-1000161_1,11,BBC1 Scotland,358
I-1000161_1,11,BBC2 Scotland,659
I-1000171_1,2,BBC1 West,8397
I-1000171_1,3,BBC1 West,298
I-1000197_1,1,BBC1 Midlands West,16962
I-1000197_1,1,BBC2 England,12289
I-1000197_1,1,BBC4 TV - TV,1678
I-1000197_1,2,BBC1 Midlands West,177
I-1000197_1,2,BBC2 England,59
I-1000197_1,3,BBC1 Midlands West,17328
I-1000197_1,3,BBC2 England,10430
I-1000197_1,4,BBC1 Midlands West,5208
I-1000197_1,5,BBC1 Midlands West,18213
I-1000197_1,5,BBC2 England,898
I-1000197_1,6,BBC1 Midlands West,5692
I-1000197_1,6,BBC2 England,14748
I-1000197_1,7,BBC1 Midlands West,4078
I-1000197_1,7,BBC2 England,2036
I-1000197_1,8,BBC1 Midlands West,3235
I-1000197_1,8,CBeebies - TV,653
I-1000197_1,9,BBC1 Midlands West,12229
I-1000197_1,9,BBC2 England,2459
I-1000197_1,10,BBC1 Midlands West,10546
I-1000197_1,10,BBC2 England,6536
I-1000197_1,11,BBC1 Midlands West,3177
I-1000197_1,11,BBC2 England,9766
I-1000197_1,12,BBC1 Midlands West,3776
I-1000197_1,12,BBC2 England,3419
I-1000197_1,12,CBeebies - TV,2634
I-1000281_1,1,BBC1 Midlands West,6597
I-1000281_1,1,BBC2 England,9164
I-1000281_1,2,BBC1 Midlands West,8272
I-1000281_1,3,BBC1 Midlands West,8389
I-1000281_1,3,BBC2 England,538
I-1000281_1,4,BBC1 Midlands West,9354
I-1000281_1,4,BBC2 England,1738
I-1000281_1,5,BBC1 Midlands West,14386
I-1000281_1,7,BBC1 Midlands West,10909
I-1000281_1,7,BBC2 England,9164
I-1000281_1,8,BBC1 Midlands West,3658
I-1000281_1,8,BBC2 England,5693
I-1000281_1,9,BBC1 Midlands West,3777
I-1000281_1,9,BBC2 England,3116
I-1000281_1,10,BBC1 Midlands West,6837
I-1000281_1,12,BBC1 Midlands West,3778
I-1000302_1,1,BBC News - TV,5397
I-1000302_1,1,BBC1 Midlands East,7542
I-1000302_1,1,BBC2 England,8808
I-1000302_1,2,BBC News - TV,1738
I-1000302_1,2,BBC1 Midlands East,8738
I-1000302_1,2,BBC2 England,897
I-1000302_1,3,BBC1 Midlands East,2095
I-1000302_1,3,BBC4 TV - TV,59
I-1000302_1,4,BBC1 Midlands East,8928
I-1000302_1,4,BBC2 England,1798
I-1000302_1,5,BBC News - TV,59
I-1000302_1,5,BBC1 Midlands East,716
I-1000302_1,5,BBC2 England,956
I-1000302_1,6,BBC1 Midlands East,3170
I-1000302_1,6,BBC2 England,6172
I-1000302_1,7,BBC1 Midlands East,1074
I-1000302_1,8,BBC1 Midlands East,5808
I-1000302_1,8,BBC2 England,655
I-1000302_1,10,BBC1 Midlands East,3172
I-1000302_1,10,BBC2 England,1797
I-1000302_1,11,BBC1 Midlands East,359
I-1000302_1,11,BBC2 England,359
I-1000302_1,12,BBC News - TV,238
I-1000302_1,12,BBC1 Midlands East,5385
I-1000342_1,1,BBC1 East of England,358
I-1000342_1,5,BBC2 England,178
I-1000342_1,11,BBC1 East of England,1498
I-1000347_1,1,BBC News - TV,1319
I-1000347_1,1,BBC Parliament - TV,59
I-1000347_1,1,BBC1 Ulster,28165
I-1000347_1,1,BBC2 Northern Ireland,2391
I-1000347_1,2,BBC News - TV,479
I-1000347_1,2,BBC1 Ulster,26063
I-1000347_1,2,BBC2 Northern Ireland,17856
I-1000347_1,3,BBC News - TV,1316
I-1000347_1,3,BBC1 Ulster,23966
I-1000347_1,3,BBC2 Northern Ireland,23716
I-1000347_1,4,BBC News - TV,59
I-1000347_1,4,BBC1 Ulster,29423
I-1000347_1,4,BBC2 Northern Ireland,24038
I-1000347_1,5,BBC News - TV,2158
I-1000347_1,5,BBC1 Ulster,41070
I-1000347_1,5,BBC2 Northern Ireland,1491
I-1000347_1,6,BBC1 Ulster,26603
I-1000347_1,6,BBC2 Northern Ireland,4649
I-1000347_1,7,BBC News - TV,1556
I-1000347_1,7,BBC1 Ulster,31770
I-1000347_1,7,BBC2 Northern Ireland,4640
I-1000347_1,8,BBC News - TV,118
I-1000347_1,8,BBC1 Ulster,43704
I-1000347_1,8,BBC2 Northern Ireland,1013
I-1000347_1,8,CBBC - TV,1379
I-1000347_1,9,BBC News - TV,1377
I-1000347_1,9,BBC1 Ulster,26789
I-1000347_1,9,BBC2 Northern Ireland,1194
I-1000347_1,10,BBC1 Ulster,38478
I-1000347_1,10,BBC2 Northern Ireland,2153
I-1000347_1,11,BBC1 Ulster,45201
I-1000347_1,11,BBC2 Northern Ireland,8979
I-1000347_1,12,BBC1 Ulster,32894
I-1000347_1,12,BBC2 Northern Ireland,1973
I-1000403_1,1,BBC News - TV,715
I-1000403_1,2,BBC News - TV,7310
I-1000403_1,2,BBC1 Wales,1558
I-1000403_1,2,BBC2 Wales,2638
I-1000403_1,3,BBC News - TV,5213
I-1000403_1,3,BBC1 Wales,13494
I-1000403_1,4,BBC1 Wales,14870
I-1000403_1,5,BBC1 Wales,5997
I-1000403_1,6,BBC1 Wales,14994
I-1000403_1,9,BBC News - TV,5456
I-1000403_1,9,BBC1 Wales,653
I-1000403_1,11,BBC News - TV,898
I-1000403_1,11,BBC1 Wales,15526
I-1000418_1,1,BBC1 Yorkshire and Lincolnshire,5033
I-1000418_1,1,BBC2 England,238
I-1000418_1,2,BBC1 Yorkshire and Lincolnshire,8033
I-1000418_1,3,BBC1 Yorkshire and Lincolnshire,539
I-1000418_1,4,BBC1 Yorkshire and Lincolnshire,3718
I-1000418_1,4,BBC2 England,4198
I-1000418_1,4,BBC4 TV - TV,2759
I-1000418_1,5,BBC1 Yorkshire and Lincolnshire,3777
I-1000418_1,5,BBC2 England,719
I-1000418_1,6,BBC News - TV,596
I-1000418_1,6,BBC1 Yorkshire and Lincolnshire,4077
I-1000418_1,7,BBC News - TV,59
I-1000418_1,7,BBC1 Yorkshire and Lincolnshire,8813
I-1000418_1,8,BBC1 Yorkshire and Lincolnshire,15173
I-1000418_1,8,BBC2 England,238
I-1000418_1,9,BBC1 Yorkshire and Lincolnshire,10916
I-1000418_1,9,BBC4 TV - TV,3719
I-1000418_1,11,BBC1 Yorkshire and Lincolnshire,11209
I-1000418_1,11,BBC2 England,3054
I-1000418_1,12,BBC News - TV,478
I-1000418_1,12,BBC1 Yorkshire and Lincolnshire,1134
I-1000443_1,1,BBC1 Scotland,778
I-1000443_1,1,BBC2 Scotland,1498
I-1000443_1,2,BBC1 Scotland,6417
I-1000443_1,3,BBC1 Scotland,3957
I-1000443_1,6,BBC Alba - TV,59
I-1000443_1,6,BBC1 Scotland,2452
I-1000443_1,7,BBC2 Scotland,418
I-1000443_1,8,BBC1 Scotland,1078
I-1000443_1,8,BBC4 TV - TV,537
I-1000443_1,10,BBC1 Scotland,1798
I-1000443_1,12,BBC1 Scotland,7314
I-1000443_1,12,BBC2 Scotland,479
I-1000452_1,1,BBC1 Scotland,15341
I-1000452_1,2,BBC1 Scotland,1136
I-1000452_1,3,BBC1 Scotland,1016
I-1000452_1,4,BBC1 Scotland,1436
I-1000452_1,5,BBC1 Scotland,2817
I-1000452_1,5,BBC2 Scotland,59
I-1000452_1,6,BBC1 Scotland,1016
I-1000452_1,7,BBC1 Scotland,4376
I-1000452_1,7,BBC2 Scotland,1079
I-1000452_1,9,BBC1 Scotland,4786
I-1000452_1,9,BBC2 Scotland,298
I-1000452_1,10,BBC1 Scotland,19008
I-1000452_1,10,BBC2 Scotland,4612
I-1000452_1,11,BBC1 Scotland,3894
I-1000452_1,11,BBC2 Scotland,717
I-1000452_1,12,BBC1 Scotland,5756
I-1000502_1,1,BBC London 94.9FM,10730
I-1000502_1,2,BBC London 94.9FM,3358
I-1000502_1,3,BBC London 94.9FM,5335
I-1000502_1,4,BBC London 94.9FM,9295
I-1000502_1,5,BBC London 94.9FM,7193
I-1000502_1,6,BBC London 94.9FM,5996
I-1000502_1,7,BBC London 94.9FM,10552
I-1000502_1,8,BBC London 94.9FM,29268
I-1000502_1,9,BBC London 94.9FM,25067
I-1000502_1,10,BBC London 94.9FM,14634
I-1000502_1,11,BBC London 94.9FM,17693
I-1000502_1,12,BBC London 94.9FM,13372
I-1000510_1,1,BBC News - TV,8570
I-1000510_1,1,BBC1 Scotland,37703
I-1000510_1,1,BBC2 Scotland,3899
I-1000510_1,2,BBC News - TV,20985
I-1000510_1,2,BBC1 Scotland,40951
I-1000510_1,2,BBC2 Scotland,17264
I-1000510_1,3,BBC News - TV,9946
I-1000510_1,3,BBC1 Scotland,27219
I-1000510_1,3,BBC2 Scotland,9402
I-1000510_1,5,BBC News - TV,6415
I-1000510_1,5,BBC1 Scotland,45746
I-1000510_1,5,BBC2 Scotland,3895
I-1000510_1,7,BBC News - TV,14450
I-1000510_1,7,BBC Parliament - TV,10196
I-1000510_1,7,BBC1 Scotland,44600
I-1000510_1,7,BBC2 Scotland,13187
I-1000510_1,8,BBC News - TV,7783
I-1000510_1,8,BBC Parliament - TV,12351
I-1000510_1,8,BBC1 Scotland,82145
I-1000510_1,8,BBC2 Scotland,28589
I-1000510_1,9,BBC News - TV,23687
I-1000510_1,9,BBC Parliament - TV,4077
I-1000510_1,9,BBC1 Scotland,47001
I-1000510_1,9,BBC2 Scotland,17501
I-1000510_1,10,BBC News - TV,19134
I-1000510_1,10,BBC1 Scotland,62713
I-1000510_1,10,BBC2 Scotland,24098
I-1000510_1,11,BBC News - TV,9716
I-1000510_1,11,BBC Parliament - TV,2456
I-1000510_1,11,BBC1 Scotland,56495
I-1000510_1,11,BBC2 Scotland,16730
I-1000510_1,11,BBC4 TV - TV,898
I-1000510_1,12,BBC News - TV,11154
I-1000510_1,12,BBC1 Scotland,58877
I-1000510_1,12,BBC2 Scotland,7493
I-1000516_1,1,BBC News - TV,298
I-1000516_1,1,BBC1 North West,3898
I-1000516_1,1,BBC2 England,778
I-1000516_1,2,BBC1 North West,118
I-1000516_1,3,BBC News - TV,4318
I-1000516_1,3,BBC Parliament - TV,3657
I-1000516_1,3,BBC1 North West,4678
I-1000516_1,3,BBC2 England,5813
I-1000516_1,4,BBC News - TV,2511
I-1000516_1,4,BBC1 North West,4966
I-1000516_1,5,BBC1 North West,897
I-1000516_1,5,BBC2 England,357
I-1000516_1,6,BBC News - TV,118
I-1000516_1,6,BBC1 North West,1433
I-1000516_1,7,BBC News - TV,118
I-1000516_1,8,BBC News - TV,356
I-1000516_1,8,BBC1 North West,10797
I-1000516_1,9,BBC News - TV,177
I-1000516_1,9,BBC1 North West,1673
I-1000516_1,9,BBC2 England,59
I-1000516_1,10,BBC1 North West,118
I-1000516_1,10,BBC2 England,299
I-1000516_1,11,BBC News - TV,2397
I-1000516_1,11,BBC1 North West,3593
I-1000516_1,11,BBC2 England,1498
I-1000516_1,12,BBC News - TV,958
I-1000516_1,12,BBC1 North West,1555
I-1000516_1,12,BBC2 England,59
I-1000533_1,1,BBC News - TV,4079
I-1000533_1,1,BBC1 East of England,56736
I-1000533_1,1,BBC2 England,23564
I-1000533_1,2,BBC News - TV,4017
I-1000533_1,2,BBC1 East of England,82836
I-1000533_1,2,BBC2 England,16373
I-1000533_1,2,BBC4 TV - TV,1498
I-1000533_1,3,BBC News - TV,5578
I-1000533_1,3,BBC1 East of England,79234
I-1000533_1,3,BBC2 England,10195
I-1000533_1,4,BBC News - TV,2518
I-1000533_1,4,BBC1 East of England,50744
I-1000533_1,4,BBC2 England,11753
I-1000533_1,4,BBC4 TV - TV,1499
I-1000533_1,5,BBC1 East of England,53609
I-1000533_1,5,BBC2 England,25971
I-1000533_1,6,BBC1 East of England,56498
I-1000533_1,6,BBC2 England,8516
I-1000533_1,7,BBC News - TV,838
I-1000533_1,7,BBC1 East of England,45158
I-1000533_1,8,BBC1 East of England,61763
I-1000533_1,8,BBC2 England,5514
I-1000533_1,8,BBC4 TV - TV,1559
I-1000533_1,9,BBC1 East of England,56507
I-1000533_1,9,BBC2 England,30282
I-1000533_1,9,BBC4 TV - TV,2818
I-1000533_1,10,BBC News - TV,2039
I-1000533_1,10,BBC1 East of England,78089
I-1000533_1,10,BBC2 England,7373
I-1000533_1,10,BBC4 TV - TV,778
I-1000533_1,11,BBC1 East of England,43108
I-1000533_1,11,BBC2 England,6295
I-1000533_1,12,BBC News - TV,5155
I-1000533_1,12,BBC1 East of England,54276
I-1000533_1,12,BBC2 England,10732
I-1000533_1,12,BBC4 TV - TV,1379
I-1000538_1,1,BBC News - TV,59
I-1000538_1,1,BBC1 North West,359
I-1000538_1,1,BBC2 England,14130
I-1000538_1,2,BBC2 England,5519
I-1000538_1,3,BBC Parliament - TV,59
I-1000538_1,3,BBC2 England,599
I-1000538_1,5,BBC4 TV - TV,479
I-1000538_1,6,BBC1 North West,59
I-1000538_1,9,CBBC - TV,838
I-1000538_1,10,BBC1 North West,1136
I-1000538_1,10,BBC2 England,1315
I-1000538_1,11,BBC1 North West,838
I-1000538_1,11,BBC2 England,59
I-1000538_1,12,BBC1 North West,419
I-1000538_1,12,BBC2 England,417
I-1000563_1,12,CBBC - TV,59
I-1000640_1,2,BBC News - TV,15177
I-1000640_1,2,BBC Parliament - TV,298
I-1000640_1,2,BBC1 North West,14690
I-1000640_1,2,BBC2 England,7968
I-1000640_1,8,BBC News - TV,5874
I-1000640_1,8,BBC1 North West,8751
I-1000640_1,8,BBC2 England,1739
I-1000640_1,9,BBC News - TV,27885
I-1000640_1,9,BBC1 North West,6173
I-1000640_1,9,BBC2 England,3237
I-1000640_1,9,BBC4 TV - TV,417
I-1000640_1,10,BBC News - TV,2217
I-1000640_1,10,BBC1 North West,8510
I-1000640_1,10,BBC2 England,239
I-1000640_1,10,BBC4 TV - TV,1799
I-1000640_1,12,BBC News - TV,9533
I-1000640_1,12,BBC Parliament - TV,118
I-1000640_1,12,BBC1 North West,18100
I-1000640_1,12,BBC2 England,3176
I-1000640_1,12,BBC4 TV - TV,2218
I-1000692_1,1,BBC News - TV,719
I-1000692_1,1,BBC1 Yorkshire and Lincolnshire,33812
I-1000692_1,1,BBC2 England,12290
I-1000692_1,1,CBeebies - TV,2395
I-1000692_1,2,BBC1 Yorkshire and Lincolnshire,28776
I-1000692_1,2,BBC2 England,3296
I-1000692_1,2,BBC4 TV - TV,1737
I-1000692_1,3,BBC News - TV,299
I-1000692_1,3,BBC1 Yorkshire and Lincolnshire,28348
I-1000692_1,3,BBC2 England,7493
I-1000692_1,3,BBC4 TV - TV,355
I-1000692_1,4,BBC1 Yorkshire and Lincolnshire,63389
I-1000692_1,4,BBC4 TV - TV,3059
I-1000692_1,5,BBC News - TV,778
I-1000692_1,5,BBC1 Yorkshire and Lincolnshire,46477
I-1000692_1,5,BBC2 England,15282
I-1000692_1,5,BBC4 TV - TV,59
I-1000692_1,6,BBC1 Yorkshire and Lincolnshire,68308
I-1000692_1,6,BBC2 England,715
I-1000692_1,6,BBC4 TV - TV,2396
I-1000692_1,7,BBC News - TV,296
I-1000692_1,7,BBC1 Yorkshire and Lincolnshire,55953
I-1000692_1,7,BBC2 England,8092
I-1000692_1,7,BBC4 TV - TV,597
I-1000692_1,8,BBC1 Yorkshire and Lincolnshire,24642
I-1000692_1,8,BBC2 England,10972
I-1000692_1,8,BBC4 TV - TV,59
I-1000692_1,9,BBC News - TV,179
I-1000692_1,9,BBC1 Yorkshire and Lincolnshire,35612
I-1000692_1,9,BBC2 England,17925
I-1000692_1,10,BBC1 Yorkshire and Lincolnshire,46833
I-1000692_1,10,BBC2 England,8499
I-1000692_1,10,BBC4 TV - TV,59
I-1000692_1,11,BBC News - TV,1316
I-1000692_1,11,BBC1 Yorkshire and Lincolnshire,77606
I-1000692_1,11,BBC2 England,7967
I-1000692_1,11,BBC4 TV - TV,1798
I-1000692_1,12,BBC1 Yorkshire and Lincolnshire,35983
I-1000692_1,12,BBC2 England,7553
I-1000692_1,12,BBC4 TV - TV,2938
I-1000726_1,1,BBC Alba - TV,1439
I-1000726_1,1,BBC1 Scotland,28507
I-1000726_1,1,BBC2 Scotland,595
I-1000726_1,1,BBC4 TV - TV,178
I-1000726_1,4,BBC Alba - TV,479
I-1000726_1,4,BBC1 Scotland,7012
I-1000726_1,5,BBC Alba - TV,1319
I-1000726_1,5,BBC1 Scotland,28098
I-1000726_1,6,BBC1 Scotland,39979
I-1000726_1,6,BBC2 Scotland,591
I-1000726_1,7,BBC1 Scotland,22741
I-1000726_1,7,BBC2 Scotland,836
I-1000726_1,8,BBC Alba - TV,1919
I-1000726_1,8,BBC1 Scotland,43530
I-1000726_1,8,BBC2 Scotland,1374
I-1000726_1,8,BBC4 TV - TV,1072
I-1000726_1,9,BBC1 Scotland,16409
I-1000726_1,9,BBC2 Scotland,25703
I-1000726_1,9,BBC4 TV - TV,5457
I-1000726_1,10,BBC1 Scotland,32413
I-1000726_1,10,BBC2 Scotland,3167
I-1000726_1,11,BBC1 Scotland,34306
I-1000726_1,11,BBC2 Scotland,3532
I-1000726_1,11,BBC4 TV - TV,2396
I-1000726_1,12,BBC Alba - TV,1739
I-1000726_1,12,BBC1 Scotland,33015
I-1000726_1,12,BBC2 Scotland,2038
I-1000747_1,1,BBC News - TV,1379
I-1000747_1,1,BBC1 North West,19959
I-1000747_1,1,BBC2 England,118
I-1000747_1,2,BBC News - TV,1319
I-1000747_1,2,BBC1 North West,12932
I-1000747_1,3,BBC1 North West,11026
I-1000747_1,3,BBC2 England,59
I-1000747_1,4,BBC1 North West,15590
I-1000747_1,5,BBC1 North West,7674
I-1000747_1,6,BBC1 North West,9713
I-1000747_1,6,BBC2 England,1978
I-1000747_1,6,BBC4 TV - TV,1138
I-1000747_1,7,BBC1 North West,11081
I-1000747_1,8,BBC1 North West,7314
I-1000747_1,11,BBC1 North West,3169
I-1000747_1,11,BBC2 England,59
I-1000747_1,12,BBC1 North West,29493
I-1000753_1,1,BBC News - TV,7064
I-1000753_1,1,BBC1 London,7904
I-1000753_1,1,BBC2 England,10187
I-1000753_1,1,BBC4 TV - TV,11328
I-1000753_1,2,BBC News - TV,2992
I-1000753_1,2,BBC1 London,11080
I-1000753_1,2,BBC2 England,3055
I-1000753_1,2,BBC4 TV - TV,4850
I-1000753_1,3,BBC1 London,17988
I-1000753_1,3,BBC2 England,4789
I-1000753_1,3,BBC4 TV - TV,4491
I-1000753_1,4,BBC News - TV,2636
I-1000753_1,4,BBC1 London,28899
I-1000753_1,4,BBC2 England,236
I-1000753_1,4,BBC4 TV - TV,2993
I-1000753_1,5,BBC Essex,4678
I-1000753_1,5,BBC News - TV,714
I-1000753_1,5,BBC1 London,19909
I-1000753_1,5,BBC2 England,2334
I-1000753_1,5,BBC4 TV - TV,5210
I-1000753_1,6,BBC News - TV,5037
I-1000753_1,6,BBC1 London,23264
I-1000753_1,6,BBC2 England,3713
I-1000753_1,6,BBC4 TV - TV,5816
I-1000753_1,7,BBC1 London,8693
I-1000753_1,7,BBC2 England,118
I-1000753_1,7,BBC4 TV - TV,2937
I-1000753_1,8,BBC News - TV,4733
I-1000753_1,8,BBC1 London,12113
I-1000753_1,8,BBC2 England,16186
I-1000753_1,8,BBC4 TV - TV,7612
I-1000753_1,9,BBC News - TV,2097
I-1000753_1,9,BBC1 London,27516
I-1000753_1,9,BBC2 England,5445
I-1000753_1,9,BBC4 TV - TV,535
I-1000753_1,10,BBC News - TV,716
I-1000753_1,10,BBC1 London,14320
I-1000753_1,10,BBC2 England,8750
I-1000753_1,10,BBC4 TV - TV,118
I-1000753_1,11,BBC1 London,7498
I-1000753_1,11,BBC2 England,416
I-1000753_1,11,BBC4 TV - TV,3118
I-1000753_1,12,BBC Essex,1379
I-1000753_1,12,BBC News - TV,1196
I-1000753_1,12,BBC1 London,14558
I-1000753_1,12,BBC2 England,14872
I-1000753_1,12,BBC4 TV - TV,1018
I-1000806_1,1,BBC1 South,44421
I-1000806_1,1,BBC2 England,3775
I-1000806_1,1,BBC4 TV - TV,177
I-1000806_1,2,BBC1 South,66387
I-1000806_1,2,BBC2 England,4250
I-1000806_1,2,BBC4 TV - TV,7195
I-1000806_1,3,BBC1 South,58477
I-1000806_1,3,BBC2 England,27763
I-1000806_1,3,BBC4 TV - TV,1857
I-1000806_1,4,BBC1 South,30098
I-1000806_1,4,BBC2 England,3719
I-1000806_1,5,BBC1 South,56139
I-1000806_1,5,BBC2 England,5698
I-1000806_1,6,BBC1 South,44017
I-1000806_1,6,BBC2 England,1919
I-1000806_1,7,BBC1 South,55665
I-1000806_1,7,BBC2 England,4485
I-1000806_1,8,BBC1 South,37778
I-1000806_1,8,BBC2 England,5758
I-1000806_1,9,BBC1 South,41493
I-1000806_1,9,BBC2 England,7012
I-1000806_1,9,BBC4 TV - TV,118
I-1000806_1,10,BBC1 South,40537
I-1000806_1,10,BBC2 England,3659
I-1000806_1,11,BBC1 South,47140
I-1000806_1,11,BBC2 England,11810
I-1000806_1,11,BBC4 TV - TV,1859
I-1000806_1,12,BBC1 South,38139
I-1000806_1,12,BBC2 England,4072
I-1000822_1,1,BBC Hereford & Worcester,1078
I-1000822_1,1,BBC1 Midlands West,26487
I-1000822_1,1,BBC2 England,118
I-1000822_1,1,BBC4 TV - TV,13183
I-1000822_1,2,BBC News - TV,8756
I-1000822_1,2,BBC1 Midlands West,145925
I-1000822_1,2,BBC2 England,16786
I-1000822_1,3,BBC Hereford & Worcester,1139
I-1000822_1,3,BBC News - TV,59
I-1000822_1,3,BBC1 Midlands West,167672
I-1000822_1,3,BBC2 England,10612
I-1000822_1,4,BBC1 Midlands West,37590
I-1000822_1,5,BBC1 Midlands West,26008
I-1000822_1,5,BBC2 England,3837
I-1000822_1,5,BBC4 TV - TV,533
I-1000822_1,6,BBC1 Midlands West,18627
I-1000822_1,6,BBC2 England,2985
I-1000822_1,6,BBC4 TV - TV,1546
I-1000867_1,5,BBC News - TV,1014
I-1000867_1,5,BBC1 East of England,719
I-1000867_1,7,BBC2 England,59
I-1000882_1,2,BBC2 England,2513
I-1000882_1,3,BBC1 London,1318
I-1000882_1,3,BBC2 England,238
I-1000882_1,5,BBC1 London,10369
I-1000882_1,5,BBC2 England,3773
I-1000882_1,6,BBC1 London,10301
I-1000882_1,6,BBC2 England,6468
I-1000882_1,10,BBC1 London,7737
I-1000887_1,1,BBC News - TV,838
I-1000887_1,1,BBC1 North East and Cumbria,21077
I-1000887_1,1,BBC2 England,9456
I-1000887_1,2,BBC1 North East and Cumbria,44050
I-1000887_1,2,BBC2 England,3469
I-1000887_1,3,BBC News - TV,59
I-1000887_1,3,BBC1 North East and Cumbria,16939
I-1000887_1,3,BBC2 England,1558
I-1000887_1,4,BBC1 North East and Cumbria,21078
I-1000887_1,4,BBC2 England,118
I-1000887_1,5,BBC News - TV,419
I-1000887_1,5,BBC Tees,1018
I-1000887_1,5,BBC1 North East and Cumbria,19634
I-1000887_1,5,BBC2 England,9534
I-1000887_1,6,BBC Tees,1439
I-1000887_1,6,BBC1 North East and Cumbria,19811
I-1000887_1,6,BBC2 England,118
I-1000887_1,7,BBC1 North East and Cumbria,11895
